"Your Kindle Notes For:",,,
"THE WANDERING EARTH",,,
"by Cixin Liu",,,
"Free Kindle instant preview:",,,
"https://a.co/aU5n5XU",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Location 1061","","Exploration for us meant tunneling into the walls in an attempt to find other bubbles in our solid universe. We had spun many fascinatingly alluring myths around these distant spaces, and almost all of our literature dealt with the fantasy of other bubbles. Soon, however, exploration was outlawed – forbidden on pain of death by short-circuiting. ‘Outlawed? By your church?’ Fan assumed. >> No, we have no church. A civilization that cannot see the sun and stars will be without religion. There was a very practical reason for our senate to forbid tunneling: we were not furnished with the near-infinite space you have at your disposal. Our existence was limited to that 3,500-mile bubble. All the debris that the tunneling produced ended up within this space."
"Highlight (Yellow)","Location 1104","","To their great surprise, the data indicated that the rock density had steadily decreased the further the ship had dug. ‘Your world had no gravity. How did you ever measure density?’ Fan interjected. >> We used inertia; it’s somewhat more complicated than your methods."
"Highlight (Yellow)","Location 1111","","If the density of the Bubble World continually decreased as one dug outward, then it stood to reason that it would eventually reach zero. Using the gathered data, our scientists were easily able to calculate that this would happen at about twenty thousand miles. ‘Oh, that sounds very much like how Hubble used the redshift!’ Fan exclaimed, recognizing the concept. >> It is indeed very similar. Since you could not conceive of the redshift velocity exceeding the speed of light, you concluded that it denoted the edge of the universe; and it was very easy for our ancestors to comprehend that an area with a density of zero is open space."
"Highlight (Yellow)","Location 1116","","it was assumed that density decreased in proportion to distance from the Bubble World, eventually declining to the point of opening into a space that would continue into infinity. This is known as the Open Universe Theory. >> The Solid Universe Theory, however, was deeply ingrained in our culture, and its supporters dominated the discourse."
"Highlight (Yellow)","Location 1256","","In the eighth year after the end of the war, the Helix became the first ship to cross the remaining 2,250 miles, completing the five-thousand-mile journey from the planet’s center, 3,250 miles from the edge of the Bubble World. ‘Wow! That was all the way to the surface! It must have been so exciting for you to see the great plains and real mountains!’ Fan exclaimed, fully absorbed in the visitors’ story. >> There was nothing to be excited about; the Helix reached the seabed. Fan stared up at the alien sphere in shocked silence. >> When it happened, the images from the seismic communicator began to shake and suddenly stopped appearing altogether. Communication had been lost. A bubble ship tunneling through the rock beneath it could only catch one strange sound on its seismoscopes; a noise that in the open would have sounded like something being peeled. It was the sound of tons upon tons of water bursting into the vacuum of the Helix. Neither the machine life forms nor the technology of the Bubble World had ever been designed to come into contact with water. The powerful electric current produced by short-circuiting life and equipment almost instantly vaporized everything"
"Highlight (Yellow)","Location 1318","","The People of the Core had accepted this as the amorphous rock’s natural state. Following this discovery, the ship continued to descend, and as it did the temperature on board began to rise. >> It was with a deep fear that the explorers suddenly came face to face with the most horrible realization yet: the amorphous rock was alive! Stirring, its surface had begun to roil with anger, its terrifying form now covered with countless bursting bubbles. But this monster’s surging life force seemed to consume its very being, its body dissolving into a ghostly white shadow. Once all the amorphous rock in the container had transformed into this new phantasmal state, the explorers began to feel a strange sensation grip their bodies. Within moments, the sparks of shorting circuits erupted from within their bodies, ending their lives in agonizing fireworks. >> Seismic waves transmitted this terrible spectacle live to the Explorer Alliance, right up until the monitors, too, went dark. A quickly dispatched relief ship suffered the same fate. As soon as it made contact with the doomed vessels, its crew also erupted into terrible sparks, dying in pain. It seemed as if the amorphous rock had become a specter of death, looming over all of space. The scientists, however, noticed that the second series of short circuits was nowhere as violent as the first explosive deaths. This led them to a conclusion: as the area of space increased, the density of that amorphous shadow of death decreased. >> It took many lives and countless horrible deaths, but in the end the People of the Core finally discovered another state of being they had never encountered before: gas."
"Highlight (Yellow)","Location 1336","","Even though we came to an ever greater understanding of water vapor, we still lacked the sealing technology that would have allowed the core’s scientists to protect our people and machinery from harm."
"Highlight (Yellow)","Location 1339","","To study the strange new states, the World Government and the Explorer Alliance constructed a laboratory at an altitude of 2,900 miles. They equipped this facility with a permanent drainpipe. Here experts began to study the amorphous rock in earnest. ‘Only then could you begin to undertake the work of Archimedes,’ Fan chimed in. >> You are quite correct, but you should not forget that our earliest forebears had already done the work of Faraday. >> As a byproduct of their work in the Laboratory for Amorphous Rock Research, our scientists came to discover water pressure and buoyancy. They also managed to develop and perfect the sealant technology necessary to deal with liquids."
"Highlight (Yellow)","Location 1346","","All that would be required was a sufficiently sealed and pressure-resistant vessel. Without excavators, this ship would be able to rise at speeds that seemed almost incomprehensible to the People of the Core. ‘You built a Bubble World rocket,’ Fan noted with a smile. >> More of a torpedo, really. This torpedo was a metallic, pressure-resistant, egg-shaped container with no drive or propeller whatsoever."
"Highlight (Yellow)","Location 1373","","Gagarin carefully opened the torpedo’s hatch and slowly raised himself out of the vessel. He immediately felt the gust of the ocean breeze, and, after a few perplexed moments, he realized that it was gas. Tremors of fear shook his body as he recalled a flow of water vapor he had once seen through a steel–rock pipe in the laboratory. Who could have ever foreseen that there could be this much gas anywhere in the universe? Gagarin soon understood that this gas was very different from the gas produced by boiling amorphous rock. Unlike the latter, it did not cause his body to short circuit. >> In his memoirs he later wrote the following description of these events: >> I felt the gentle touch of a giant invisible hand brush by my body. It seemed to have reached down from a vast, boundless, and completely unknown place; and that place was now before me, transforming me into something wholly new. >> Gagarin lifted his head, and then and there he finally embraced the reward of one hundred thousand years of our civilization’s exploration: he saw the magnificent, sparkling wonder of the starlit sky."
"Highlight (Yellow)","Location 1386","","‘It really wasn’t easy for you. You had to explore for so many years, just to reach our starting point!’ Fan exclaimed in admiration. >> That is the reason why you should consider yourselves a very lucky civilization."
"Highlight (Yellow)","Location 1394","","‘Why did you come here?’ he asked the sphere above. >> We are just passing by, and we wanted to see if there was intelligent life here with which we could have a chat. We talk to whoever first climbs this mountain. ‘Where there’s a mountain, there will always be someone to climb it,’ Fan intoned, nodding. >> Indeed, it is the nature of intelligent life to climb mountains, to strive to stand on ever higher ground to gaze farther into the distance. It is a drive completely divorced from the demands of survival. Had you, for example, only been concerned with staying alive, you would have fled from this mountain as fast and as far away as you could. Instead, you chose to come and climb it. The reason evolution bestows all intelligent life with a desire to climb higher is far more profound than mere base needs, even though we still do not understand its real purpose. Mountains are universal, and we are all standing at the foot of mountains. ‘I am on the top of the mountain,’ Feng Fan interjected. He would not stand for anyone, not even aliens, challenging the glory of his having climbed the world’s tallest mountain. >> You are standing at the foot of the mountain. We are all always at the foot. The speed of light is the foot of a mountain; the three dimensions of space are the foot of a mountain. You are imprisoned in the deep gorge of light-speed and three-dimensional space. Does it not feel … cramped?"
"Highlight (Yellow)","Location 1409","","Does it feel small to you? ‘How could it? The universe stretches out endlessly before my eyes; scientists can even peer as far as twenty billion light years into space,’ Fan explained. >> Then I shall tell you: it is no more than a bubble world twenty billion light years in radius. Fan had no words."
"Highlight (Yellow)","Location 1412","","Our universe is an empty bubble, a bubble within something more solid. ‘How could that possibly be? Would this larger solid not immediately collapse in under its own gravity?’ Fan asked, bewildered. >> No, at least not yet. Our bubble is still expanding in this super-universal solid. Gravitational collapse is only an issue for a bounded, solid space. If, however, the surrounding solid area is actually limitless, then gravitational collapse would be a non-issue. This, of course, is no more than a guess. Who could know whether this solid super-universe has its own limits?"
"Highlight (Yellow)","Location 1418","","one could theorize that at its immense scale, gravity is offset by some other force, just like electromagnetism is largely offset by nuclear forces on the microscopic scale. We are not aware of such a force, but when we were inside the Bubble World we remained unaware of gravity."
"Highlight (Yellow)","Location 1421","","‘What is this solid? Is it…?’ Fan hesitated for a moment. ‘Rock?’ he finally asked. >> We do not know, but we will discover that in fifty thousand years, once we reach our destination. ‘Where exactly are you going?’ Fan asked. >> The edge of the universe. Our bubble ship is called the Needle’s Point. Do you remember the name? ‘I remember,’ Fan answered. ‘That was the ship that first discovered the law of decreasing density in the Bubble World.’ >> Correct. We do not know what we will find. ‘Does the super-universe have other bubbles in it?’ Fan enquired. >> You are already thinking very far ahead, indeed. ‘How could I not?’ Fan responded. >> Think of the many small bubbles inside a very big rock. They are there, but they are very hard to find. Even so, we will go and look for them. ‘You truly are amazing.’ Fan smiled, feeling a deep admiration for the adventurous aliens."
"Highlight (Yellow)","Location 1433","","It was a pleasure meeting you; and remember, mountains are universal."
"Highlight (Yellow)","Location 1458","","What kind of mountain was left for him to climb? He would have to survive; he had to find out. The primal fear of the Himalayan blizzard returned. Once, this fear had made him cut the rope connecting him to his companions and his lover. He had sealed their fate. Now he knew that he had done the right thing. If there had been anything left for him to betray to save his life, he would have betrayed it. He had to live. There was a universe of mountains out there."
"Highlight (Yellow)","Location 1476","","When Pa felt miserable, he would crouch over his pipe for hours, unmoving, as if he had become a clod of dirt on the yellow earth."
"Highlight (Yellow)","Location 1479","","Was the face of an old farmer any different? The trees, the soil, the houses, the people – everything was blackened, yellowed, wrinkled. He could not see the eyes of this face that stretched toward the horizon,"
"Highlight (Yellow)","Location 1481","","In youth, that gaze had been filled with longing for rain; in old age, it had grown glassy."
"Highlight (Yellow)","Location 1486","","Life goal #1: Drink some water that is not bitter, make some money."
"Highlight (Yellow)","Location 1513","","Life goal #2: Go to a city with more lights and sweeter water, make more money."
"Highlight (Yellow)","Location 1565","","‘Modern society is full of opportunities,’ Zhuang said, leaning toward Shui. ‘The skies are thick with golden birds. Perhaps one day you will reach out and seize one, but only if you learn to take yourself seriously.’ Shui looked around, but he did not see a single golden bird. He shook his head and said, ‘I never got an education.’ ‘That is certainly regrettable, but who knows? Maybe it will turn out to your advantage in the end. The greatness of this era lies in its unpredictability. Miracles can happen to anyone.’"
"Highlight (Yellow)","Location 1597","","Life goal #3: Go to a bigger city, see more of the world, make even more money."
"Highlight (Yellow)","Location 1599","","When Shui saw the capital for the first time, one thing became clear: some things had to be seen to be understood. The power of his imagination alone was inadequate."
"Highlight (Yellow)","Location 1633","","That’s eighteen hundred per month. I can’t go any higher than that. The base pay for this kind of work used to be four or five hundred yuan, plus additional piece work. Now we pay a fixed monthly salary, which is not bad in comparison.’ So Shui became a high-rise window cleaner, otherwise known as a ‘spiderman’."
"Highlight (Yellow)","Location 1638","","Life goal #4: Become a Beijinger."
"Highlight (Yellow)","Location 1671","","The experience taught Shui a philosophical truth: some things only became clear when seen from above. Swallowed up in the capital, everything around him seemed hopelessly complicated. On the ground, the city was like an unending labyrinth. Up here, it was nothing more than an anthill with ten million inhabitants, and the world around it was so vast!"
"Highlight (Yellow)","Location 1682","","He pointed to a building at random and asked how much the apartment on the top floor cost. The saleslady told him it was a three-bedroom, one-den apartment and that it cost thirty-five hundred yuan per square meter, which worked out to three hundred and eighty thousand yuan in total. Shui drew a sharp gasp when he heard the number, but the woman’s next statement softened the brutal figure considerably: ‘You can pay by monthly installments of fifteen hundred to two thousand yuan.’ ‘I-I’m not from Beijing. Could I still buy it?’ he asked carefully. The saleslady flashed him a winning smile. ‘You are too funny. The household registration system was dismantled years ago. Is there such a thing as a “real” Beijinger anymore? If you settle down here, doesn’t that make you a Beijinger?’"
"Highlight (Yellow)","Location 1701","","The China Sun Project had begun the selection process for the critical technology at the heart of the project: the material that would be used to build its reflector. In the end, Zhuang’s nano mirror film was chosen from among a dozen other materials. Overnight, the scientifically inclined vagrant was transformed into one of the chief scientists of the China Sun Project, recognized the world over."
"Highlight (Yellow)","Location 1708","","‘To tell the truth, that morning when I told you about the opportunities of these times, I had lost faith in just about everything. I was mostly saying those things for my own benefit, but these days the world truly is brimming with opportunities!’ Shui nodded too. ‘There are golden birds everywhere."
"Highlight (Yellow)","Location 1719","","‘This is the China Sun? Shui asked in awe, pointing to the mirror. Zhuang nodded. ‘It is a thirty-thousand-square-kilometer reflector. From geosynchronous orbit – at an altitude of thirty-six thousand kilometers – it will reflect sunlight onto Earth. Viewed from the surface, it will look like there is another sun in the sky.’"
"Highlight (Yellow)","Location 1723","","How does an extra sun in the sky bring more rain?’ ‘This artificial sun can employ many different methods to influence the weather. For instance, by disturbing the thermodynamic equilibrium of the atmosphere, it can influence atmospheric circulation, increase ocean evaporation or shift weather fronts,’ Zhang answered. ‘But that doesn’t really explain it. In fact, the orbital reflector is just one part of the China Sun Project. The other part is a complex model of atmospheric motion, which will run on multiple supercomputers. It will be able to accurately simulate motion in any given region of the atmosphere and then identify a critical point. If heat from the artificial sun is brought to bear upon this point, the effect would be dramatic enough to completely transform the climate of a targeted area for a period of time.’ He paused. ‘The process is extremely complicated, and it is outside my area of expertise. I don’t quite understand it myself.’"
"Highlight (Yellow)","Location 1731","","‘How can something so big hang in the sky without falling down?’ Zhuang gazed silently at Shui for several long seconds. Finally, he glanced down at his watch and then clapped Shui on the shoulder. ‘Let’s go. I’m treating you to dinner. I’ll explain why the China Sun will not fall while we eat.’ The explanation did not turn out to be as easy as Zhuang expected. He was forced to set aside his original topic and start with the basics. While Shui knew he lived on a round planet, the traditional Chinese model of a heavenly dome over a square Earth was still rooted deep in his mind. It required a great deal of effort from Zhuang to make Shui really understand that the world in which he lived was a small spherical rock floating through an endless void. Although Shui came no closer to understanding why the China Sun would not fall, the universe was greatly changed in his mind’s eye that evening. He entered his own Ptolemaic Era."
"Highlight (Yellow)","Location 1738","","The second evening, Zhuang ate dinner with Shui at a roadside food stall and successfully dragged him into the Copernican Era. Over the next two evenings, Shui slogged through the Newtonian Era, acquiring an elementary understanding of universal gravitation. The evening after that, with the help of the globe in his office, Zhuang ushered Shui into the Space Age. On the next public holiday, in front of that globe, Shui finally grasped the meaning of a geosynchronous orbit. At last, he understood why the China Sun would not fall down."
"Highlight (Yellow)","Location 1779","","Life goal #5: Fly to space, clean the China Sun."
"Highlight (Yellow)","Location 1810","","‘Every one of you has to clean a pane of glass before I let you up!’ It was an impossible demand. The people below could only cling to their safety harnesses or the ropes supporting the platforms for dear life, not daring to move. They were utterly incapable of loosening one hand to pick up a squeegee or remove the lid from the detergent bucket. Every day, these aerospace officials dealt with altitudes as high as tens of thousands of kilometers in the form of blueprints and documents; but now, as they gained a first-hand feel for four hundred meters, they were scared witless. Zhuang rose and walked to the spot above an air force colonel. Of the dozen people hanging off the side of the building, he was the only one who remained calm and collected. The colonel began to clean the glass, keeping his motions steady and controlled. What astonished Shui most, however, was that the man was working with both hands, and he had relinquished his grip on anything he might use to steady himself. Even so, his board remained motionless against the wall in the strong wind, a feat that only veteran spidermen could accomplish. When Shui recognized the man, the scene in front of him no longer seemed as strange; he was an astronaut who had flown on the Shenzhou 8 spacecraft more than a decade earlier. ‘Colonel Zhang, in your candid opinion, is the task before you really easier than a spacewalk in orbit?’ asked Zhuang. ‘With respect to the physical ability and skill required, the difference is not great,’ the former astronaut replied."
"Highlight (Yellow)","Location 1823","","cleaning skyscrapers and cleaning the reflector in space. Both tasks require workers to constantly maintain their balance in the face of danger, while performing repetitive, monotonous, physically demanding labor. Both tasks require constant vigilance, as the slightest carelessness can lead to an accident. For an astronaut, that might mean deviation from orbit, lost tools or materials, or a malfunction in his life support system. For a spiderman, that might mean shattered glass, dropped tools or detergent, or breakage or slippage of his safety harness. In terms of physical strength, technical skill, and psychological fortitude, the spidermen"
"Highlight (Yellow)","Location 1828","","The former astronaut lifted his head and nodded at Zhuang. ‘I am reminded of that old parable about the oil peddler who could pour oil into a bottle through the square hole in a copper coin. He was every bit as skilled as a general who never missed a bull’s-eye. The only difference between them was their social status.’"
