"Your Kindle Notes For:",,,
"CARRYING THE FIRE: 50TH ANNIVERSARY EDITION",,,
"by Michael Collins",,,
"Free Kindle instant preview:",,,
"https://a.co/7lkoPBT",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Location 115","","Mars takes a gigantic loop around the sun, as do we. Our elliptical orbits are such that we come as close as 35 million miles to each other and as far as 220 million. A rocket leaving Earth for Mars has a choice of many possible paths, but the most economical in terms of fuel is called a Hohmann transfer, and takes between six and nine months one way. Our two orbits are such, however, that a crew arriving at Mars from a Hohmann would have to wait a year or more for a favorable return alignment. Therefore, a round trip would take more than two years."
"Highlight (Yellow)","Location 122","","As for the environment, probably the worst problem is radiation, both solar and cosmic—high-speed particles from the far corners of the universe. As survivors of Hiroshima can attest, radiation can cause terrible damage to the human body. Even shielded from it, the crew would have to adjust to weightlessness if their craft was not producing its own gravity, probably a lot less than one G if it is rotating. Our experience with the space station shows that cardiovascular problems can ensue, and that reduced G can cause increased pressure on the eyes, from within, that can damage vision."
"Highlight (Yellow)","Location 127","","Once on Mars, with about a third of one Earth G, the crew should be quite comfortable (perhaps even exuberant), but must still be provided with sufficient oxygen and protected from radiation. The atmosphere is too thin to be of much help, and is quite toxic as well. All in all, Apollo was child’s play compared to a Mars landing."
"Highlight (Yellow)","Location 139","","The moon’s jagged contours certainly stick in my memory but just barely, compared with the vision that I summon over and over again of the itsy-bitsy sphere just outside my window, motionless, cradled in black velvet. That sight—the Earth, tiny, shiny, blue of sky and water, white of clouds, with only a brown trace of land—haunts me. I can blot it out with my thumb, but back it comes, 200,000 miles away, quiet and peaceful-looking even though I know that it is neither. Surprise! If allowed only one word to describe Earth, I would say fragile. Give me a second choice and I’ll pick inhabited. Now, that is a reach, because that is what I could not see. But it doesn’t matter, because I did feel something—a presence—like tiny creatures crawling ant-like over Earth’s surface."
"Highlight (Yellow)","Location 153","","it took the biologist James Lovelock to choose the name Gaia as the sum total of all earthly life-forms. I guess he meant all the way, from E. coli and elephants to"
"Highlight (Yellow)","Location 155","","We lunar crews looked back at 3 billion earthlings. Almost fifty years later, the number is about 8 billion, ever increasing, with predictions of 10 billion or more by mid-century. This growth alarms some people, but not too many, I think;"
"Highlight (Yellow)","Location 157","","I tried to condense the situation in my concluding remarks in the Preface to this book’s 2009 edition: “We need a new economic paradigm to produce prosperity without growth.” I believe this even more firmly today. I believe Gaia is saying “Ouch!” The increased burden on our resources is being absorbed, but at a price: more CO2 in the atmosphere, warmer temperatures, rising seas. The oceans are getting a double whammy, becoming warmer and more acidic. CO2 may be good for our forests, but my favorite waters, surrounding the Florida Keys, are experiencing widespread coral disease, whitening and dying due to these factors. Australia’s Great Barrier Reef is similarly afflicted."
"Highlight (Yellow)","Location 198","","In the sciences, thermodynamics was my favorite, if only dimly grasped. Entropy and enthalpy seemed pretty cool. In the humanities, it was Chinese history, the wild, diverse, colorful, exotic dynasties somehow winning out over Washington and Jefferson, whose lives seemed more subdued and conformist. At West Point we had an exhortation: “When the going gets tough, the tough get going.” When my going toughened, I joined the Literary Guild and purchased their monthly book, usually a novel. My roommates, sweating through differential equations, thought I was crazy, but it was just my extremely mild form of rebellion."
"Highlight (Yellow)","Location 216","","The Massachusetts Institute of Technology is my favorite of the technical institutions, probably because I used to go there in the 1960s to learn the inner mysteries of the Apollo guidance system, which they designed. Now they invite this old codger back to lecture, which is ridiculous, sort of like asking a shower singer to serenade the divas at the Met."
"Highlight (Yellow)","Location 220","","Focus on STEM—science, technology, engineering, and math. Thus they will become educated, they are led to believe. I say no. STEM may be a beginning, but it’s far from a complete education. Perhaps that is because I have worked with too many incoherent engineers. I want to change STEM to STEEM, inserting English. Others, including Buzz Aldrin, have pushed for a place for the arts—i.e., STEAM—but I say no to that also. I am a watercolor painter, but that is a frill. If I botch a painting, it’s a private failing. But someone who mangles the English language in public, that’s altogether different. More common is the engineer who has an important point to make, verbally or in a memo, but cannot really get it across, as it is immersed in a cloud of jargon."
"Highlight (Yellow)","Location 226","","I try to use poetry as an antidote. Don’t concentrate so much on the rules, but see how others have used our beautiful language."
"Highlight (Yellow)","Location 227","","usually end up reciting, in a loud voice and by memory, a long passage from John Milton’s Paradise Lost."
"Highlight (Yellow)","Location 230","","My twenty-plus years in retirement have been fun and fulfilling in many ways. Watching my family grow, all doing well, has been paramount, but beyond that come fishing, reading, chasing the stock market, painting, and exercise, exercise, exercise. I’m not wealthy, but I have plenty to enjoy all these things in comfortable, or maybe even luxurious, surroundings … Lucky, lucky, lucky. Michael Collins August 2018"
"Highlight (Yellow)","Location 241","","it was what we had signed on to do. It was not, in the words describing the Congressional Medal of Honor, “above and beyond the call of duty.” It was not heroism."
"Highlight (Yellow)","Location 243","","Then there are the celebrities. What a senseless, empty concept for someone to be, as my friend the great historian Daniel Boorstin put it, “known for his well-knownness.” How many liveins, how many trips to rehab, maybe—wow—you could even get arrested! All this can catapult an attractive youngster to the front ranks of the media,"
"Highlight (Yellow)","Location 250","","I used to imagine a gigantic grandfather clock in the sky, its pendulum stuck over to the left in the “too young” position—you couldn’t drink, drive, make money, or do anything really interesting. Then one night you went to bed and—voilá!—the next morning the pendulum had swung over to the right, to the “too old” side: over the hill, don’t try running, getting bald. Was there nothing in the middle? For me, the middle was the 1960s: a great family, test pilot, astronaut, what more could I want? Just lucky, the right place at the right time."
"Highlight (Yellow)","Location 254","","In the early days of NASA, Houston was a great place to work. There were thirty of us in the astronaut office, and we were given interesting responsibilities and a lot of latitude in fulfilling them. We were generalists in that we were expected to learn the workings of the entire array of machines and the plans for using them to get to the moon."
"Highlight (Yellow)","Location 261","","Today, my life in retirement is a simple but entertaining one. I split my time between Florida and Boston, doing some watercolor painting, and fishing a lot in both places. I have a tiny paddleboat from which I gather snook in the south and striped bass in the north, getting good exercise along the way. Every once in a while I look up at the moon, but not too often: been there, done that, as I hope I have explained properly in this book. But from my boat I keep wishing I could see Mars."
"Highlight (Yellow)","Location 270","","I wrote Mission to Mars. In it, I pondered what there is in us—genes, character, culture, spirit, ethos, whatever—that makes us look up into the night sky and become curious and restless. To go, to see, to touch, to smell, to learn, to understand: I think we are wanderers, and this migratory drive, this extraterrestrial imperative, will surely lead us to our neighbor Mars."
"Highlight (Yellow)","Location 276","","after giving Mars a great deal of affectionate thought, I realized T. S. Eliot understood it better than I: We shall not cease from exploration And the end of all our exploring Will be to arrive where we started And know the place for the first time."
"Highlight (Yellow)","Location 280","","When I looked back at Earth from the moon, if I could use only one word to describe the tiny thing, it would have been fragile."
"Highlight (Yellow)","Location 283","","I don’t think this growth is healthy or sustainable, but our economic models are predicated on growth; they require it. Grow or die or maybe both."
"Highlight (Yellow)","Location 286","","We need a new economic paradigm to produce prosperity without growth."
"Highlight (Yellow)","Location 291","","after Apollo 11, people still don’t have the vaguest idea of what it was like “up there,” or what pre- and post-flight activities were necessary and how they affected the lives of those involved. I wrote this book to do that,"
"Highlight (Yellow)","Location 295","","finally orbiting the moon while Armstrong and Aldrin walked on it. Although undeniably autobiographical, I do not see it as a me-me-me kind of thing, but rather an insider’s factual and simple explanation of how the machines operated, who operated them, and what it was like living in an artificial, high-pressure environment. Being an astronaut was as exciting a job as anyone could ever have,"
"Highlight (Yellow)","Location 300","","In a way I regret not having written the book earlier, because some of the story is not as fresh in my mind as I would like. On the other hand, waiting does have its advantages, because in the intervening years I have learned more about what fascinates the non-astronaut, and I have spent more time on these points and less on some of the arcane aspects that appeal mightily to pilots but not at all to lawyers or housewives. Hopefully, I have also gained some perspective in regard to how flying in space has changed my life. But above all, I am glad that I wrote it myself. No matter how good the ghost, I am convinced that a book loses realism when an interpreter stands between the storyteller and his audience."
"Highlight (Yellow)","Location 311","","Apollo was the god who carried the fiery sun across the sky in a chariot,"
"Highlight (Yellow)","Location 312","","how would you carry fire? Carefully, that’s how, with lots of planning and at considerable risk."
"Highlight (Yellow)","Location 315","","the trip deserves the telling."
"Highlight (Yellow)","Location 324","","learning to ride a flying machine; if you are looking for perfect safety you will do well to sit on a fence and watch the birds, but if you really wish to learn you must mount a machine and become acquainted with its tricks by actual trial. —Wilbur Wright, 1901"
"Highlight (Yellow)","Location 333","","For Edwards was all these things and I had been accepted as a member of Class 60-C at the USAF Experimental Flight Test Pilot School, along with thirteen other exalted ones, mostly Americans (one Italian, one Dane, one Japanese), mostly hyperthyroid, superachieving first sons of superachievers. To this day, I am impressed by this group; I love them, they leer at me from my study wall. One of them has walked on the moon, two have circled it; two—two of the best—are dead."
"Highlight (Yellow)","Location 376","","acquainted with such stomach-ache producers as under-ripe mangoes and overripe coconuts."
"Highlight (Yellow)","Location 378","","In Puerto Rico, I also took my first airplane ride, in a small twin-engine amphibian, the Grumman Widgeon."
"Highlight (Yellow)","Location 382","","he relished telling how he had, in 1911 in the Philippines, taken his first airplane ride, in a Wright machine, sitting on the wing next to Frank Lahm, who was the second military pilot to be taught by the Wrights."
"Highlight (Yellow)","Location 397","","the Army as a more sensible career choice. Against this was the wonder of what the next fifty years might bring. It had been less than fifty years since the Wrights first flew, and already we were into the jet age."
"Highlight (Yellow)","Location 411","","the sole channel into the two Fighter Wings in Korea, which, with their North American F-86 Sabrejets, were battling the MIGs so successfully. At Nellis we really learned to fly—a concentrated, aggressive course designed to weed out anyone who might be a marginal performer in Korea. It was a brutal process as well. In the eleven weeks I was there, twenty-two people were killed. In retrospect it seems preposterous to endure such casualty rates without help from the enemy, but at the time the risk appeared perfectly acceptable."
"Highlight (Yellow)","Location 418","","At night we roared into Las Vegas, driving our cars in as close a formation as we flew our Sabrejets, terrorizing the natives,"
"Highlight (Yellow)","Location 420","","It was a hectic time, and I’m surprised to have survived. I have never felt quite so threatened since."
"Highlight (Yellow)","Location 427","","The trip had been fascinating (I have never seen anything from the air more beautiful than the clear azure blue of the Greenland glacier’s fissured rim) and France was a new flying experience."
"Note","Location 428","","Only time i've been in the cockpit of a 747 in flight..."
"Highlight (Yellow)","Location 450","","The school was dismal. The classroom work was stultifying; flying time was scarce and in obsolete equipment; classes started at six in the morning—what more can I say? In an effort to condense the misery somewhat, I started doubling up on my class load and finished the nine-month course in six months. Grand."
"Highlight (Yellow)","Location 478","","Although I had some nice recommendations, there was nothing in my background to make me believe I would be accepted. There must have been thousands like me. Therefore, when the fateful letter finally arrived, assigning me to “Class 60-C, USAF Experimental Flight Test Pilot School, commencing 29 August 60, course duration 32 weeks,” I could not have been more pleased had I been offered a flight to the moon. Our crew of three (Pat and year-old Kate) moved the two hundred miles from Nellis to Edwards."
"Highlight (Yellow)","Location 491","","Tom Stafford, the chief of the Performance Section, was determined to get us off on the right foot. Doing the work of three himself, old Mumbles soon had us immersed in the intricacies of measuring the various performance parameters of new aircraft. The general pattern was: first, by classroom lectures, to learn the theoretical aspects of a particular type of test, then to make one or more flights trying out the new technique, and finally to analyze the reams of test data acquired during the flights. This last part, the reduction of thousands of bits of information (“data points”) into an intelligible report, complete with charts and graphs, was a tiresome, time-consuming process."
"Highlight (Yellow)","Location 509","","We also had some memorable parties, usually on Friday night after a typical tedious week of academics, quizzes, a little flying, and a lot of data reduction. Then we would gather and drink and ignore our wives and discuss our future (after graduation) and complain about the few good jobs available and sometimes even sing, ditties whose words don’t seem worth repeating but which generally described the tribulations of poor pilots in a non-comprehending world."
"Highlight (Yellow)","Location 512","","We also began to develop considerable confidence in our own abilities, and grudgingly had to admit that there was some merit to the test pilot school’s approach, that the long hours were paying off. We learned to do things with airplanes which normally are not considered necessary or even possible."
"Highlight (Yellow)","Location 521","","the Air Force personnel system is not noted for its sensitivity or perspicacity."
"Highlight (Yellow)","Location 523","","the only available slot in Fighter Ops went, by what alchemy I will never know, to Mike Collins."
"Highlight (Yellow)","Location 527","","The most colorful racing pilot from the Golden Age of Aviation between the world wars, Roscoe had had us sitting goggle-eyed as he matter-of-factly described that wild world of aviation which we all knew was gone forever. Roscoe had flown with a waxed mustache and a pet lion named Gilmore; we flew with a rule book, a slide rule, and a computer. To get to the moon would require a very big computer, a whole basement full of computers, in fact."
"Highlight (Yellow)","Location 531","","in the spring of 1961 at Edwards, I was somewhere between Gilmore and moon, in the realm of Starfighters and Super Sabres and Delta Darts, sophisticated machines which bridged the gap between the colorful past I knew I had missed and the complex future I did not know was coming."
"Highlight (Yellow)","Location 557","","In fact, to me the amazing, the incredible, the fantastic (pardon the slip into astronaut parlance) fact is that so few crew mistakes and mishaps have occurred during Gemini and Apollo flights. The opportunities for error are almost limitless, and only superlative design permits virtually error-free operation of a machine as complex as an Apollo command module. As will be discussed later, the astronauts were hired early enough to participate in the design phases of Gemini and Apollo, and in my view this was one of the wisest decisions NASA made. A test pilot, more than any other type of aviator, must be objective."
"Highlight (Yellow)","Location 562","","It is all right for a squadron pilot to fall in love with his airplane; it is all he has to fly, and he might just as well enjoy it because it has already been designed; it exists in its present form and no one is going to change it now. He can afford to put on his blinders, compile a long list of prejudices in its favor, and develop an almost religious fervor when discussing it. He can look with scorn or pity on the unwashed from the neighboring squadron who are not so privileged. The test pilot cannot fall into this trap. Just because he has spent years flying Convair products doesn’t mean that Lockheed’s system is not just as good. He must learn that the Convair’s delicate feel is great for an all-weather interceptor at high altitude, but that Lockheed’s heavier stick forces are much more practical when working close to the ground."
"Highlight (Yellow)","Location 568","","Lindbergh’s Spirit of St. Louis, for instance, had a longitudinal instability which generally would have been considered objectionable. However, Lindbergh didn’t mind, because the constant attention he had to pay to the elevator control helped to keep him awake during the long lonely hours over the Atlantic."
"Highlight (Yellow)","Location 586","","a precise reading of the amount of kinetic energy (one half the mass times the velocity squared)"
"Highlight (Yellow)","Location 604","","His boss barely looks up from the acey-deucy board. “Forgot to drop the tail hook, Collins; test is rescheduled for the morning.” Collins never forgot the tail hook again."
"Highlight (Yellow)","Location 620","","There had also been extensive security and morals checks, “background investigations” as they are called, which had gotten all skeletons out of their closets, although I recall Al Shepard’s lopsided, malevolent grin a few years later. “I still have a few secrets.” They were la crème de la crème, and the nation loved them."
"Highlight (Yellow)","Location 623","","Some of them were disgruntled because they had not been selected (too old, too tall, no degree, or simply rejected), but others had actively avoided the selection like the plague. In retrospect, I can’t say whether their reasons were obtuse or perceptive, but they do seem to me to be a fascinating indication of the time and place. Man, they were here to fly, not to be locked up in a can and shot around the world like ammunition. They were master craftsmen, artists, they were Jonathan Livingston Seagulls—they flew, in smooth control, in command. They flew day after day, in various machines to prove various things, but they flew. In Project Mercury, on the other hand, one rode; granted there had been only one Mercury flight so far, Al Shepard’s fifteen-minute"
"Highlight (Yellow)","Location 632","","who were all these people anyway? Slayton was the only one who had ever been assigned to Fighter Ops (Cooper had been in Engineering, for God’s sake), and old Deke must have taken leave of his senses to forsake a fighter test assignment to get shot off somewhere in a tin can."
"Highlight (Yellow)","Location 637","","For me, the clincher came on February 20, 1962, with John Glenn’s magnificent three-orbit flight aboard Friendship 7. Imagine being able to circle the globe once each ninety minutes, high above all clouds and turbulence!"
"Highlight (Yellow)","Location 640","","in April 1962, NASA announced that it would select a new group of astronauts to supplement the Immortal Seven. NASA’s terse announcement was encouraging, in that the agency was sticking with test pilots. This narrowed the field considerably, as there just weren’t that many certified test pilots around, even though NASA was opening the selection to civilian as well as military pilots. A degree in one of the biological sciences or engineering was required, and candidates could not be more than six feet tall or over thirty-five years old, as of the day of selection."
"Highlight (Yellow)","Location 652","","We were told how to talk, dress, stand, and sit (wearing knee-length socks, of course, so no gross expanse of hairy leg intruded upon whatever Ph.D.’s in education think about), how to answer questions (not too long, not too short), how to drink at parties (long drink, make it last)."
"Highlight (Yellow)","Location 655","","But, in my opinion, the apogee of the course was surely reached the day we learned how to hold our hands on our hips (doesn’t anyone learn anything at home any more?). Thumbs forward, ladies! Thumbs to the rear, gentlemen! To reverse would not only be gauche (perhaps even worse) but, of course, would result in instant detection and rejection by NASA, the old meanies."
"Highlight (Yellow)","Location 718","","of the Original Seven, I had now met all but Gordo Cooper and Wally Schirra. They were an impressive bunch, photogenic, personable, with quiet assurance their common denominator. They somehow stood out in a crowd; if they had been chosen by a public-relations man, he could not have made a better choice. Yet I guessed that PR had had little to do with it. The emphasis in their selection was reported to have been on breadth of test pilot experience and on physical conditioning. As NASA gained experience, these two factors decreased somewhat in importance and were replaced by an emphasis on youth, education, and scientific specialties. But in the early days, the environment of space was expected to produce a variety of surprises, and who better to cope with them than a tough old bird who had been around the block once or twice. I think it was good reasoning."
"Highlight (Yellow)","Location 747","","The impression that you made on our Selection Committee was favorable. Overall, however, we did not feel that your qualifications met the special requirements of the astronaut program as well as those of some of the other outstanding candidates. The special requirements, eh? Well, if I didn’t have them, could I get them? Or was the door irrevocably closed behind me? Being a perpetual optimist, I focused on two points: first, there were strong rumors it wouldn’t be more than a year or so before the burgeoning space program required selection of a third NASA astronaut group; and second, Conrad and Lovell were rejects from the Original Seven’s screening process. Therefore, since I felt my basic problem was lack of experience, hopefully I could grow into a successful candidacy next time around. In the meantime, my job at Fighter Test, which had seemed the best in the world, no longer quite had a larger-than-life quality. I knew people in Houston and I envied them."
"Note","Location 755","","He had a very specific goal and amazing drive ckoupled with optimism."
"Highlight (Yellow)","Location 794","","got it going as fast as was legal (Mach 2), and then pulled back on the stick and zoomed upward as high as it would go. Trading kinetic energy for potential, up we would go, ever more slowly, until we floated over the top of a lazy arc in a not-so-bad simulation of the weightlessness of space. Using this technique, we would stagger up to around ninety thousand feet (I think Jim Roman held the record in our class, to the chagrin of us old test pilots). At ninety thousand feet, the sky overhead is so dark blue as to be almost the pure black of space; the weather, clouds, indeed practically all the atmosphere is below you; the horizon becomes a more sharply defined line, and you can detect the curvature of the earth. So near yet so far away! Grab a quick glimpse, then back to mundane chores in the cockpit, for the zoom up into this very thin air has not been without casualties. First, the afterburner portion of the engine blew out routinely at around sixty thousand feet. Next, the main-engine temperature would begin to climb dangerously, so that if the engine did not flame out of its own accord, it had to be shut down, usually in the vicinity of seventy-five thousand feet. Third, as soon as the engine quit, cabin pressurization was lost, and the only thing between the pilot and a blood-bubbling death was the pressure suit, inside which a safe if somewhat reduced pressure was maintained. Since pressure-suit gloves had been known to pop off, we were especially careful to check the wrist locks prior to these zoom flights, and then we would tape the locks down in place with adhesive. Space-age baling wire!"
"Highlight (Yellow)","Location 809","","We derived all the equations necessary to prove to the most hardened skeptic that a spacecraft could orbit the earth; the higher the slower, the lower the faster. Right? Right—if at one hundred miles, one orbit takes an hour and a half; if we go up to 22,300 miles, one orbit takes twenty-four hours. So what? Well, the earth also takes twenty-four hours to go around once, so that the 22,300-mile satellite will stay over the same spot on the ground, i.e. be synchronous with the earth’s rotation, which is fiendishly clever if you want to use it as a communications-relay satellite. Interesting applications of boring equations."
"Highlight (Yellow)","Location 815","","On the other hand, some of the space rules were the very antithesis of airplane rules. Consider the rendezvous problem, with one vehicle behind another and the laggard wishing to catch up. In an airplane, the answer is quick and simple: use increased engine thrust to increase speed and approach from the rear; then reduce relative velocity to zero to fly in formation with the target. Try this in a spacecraft and it simply will not work: adding thrust toward the target puts one into a higher orbit, and high orbits are slower, remember, so instead of catching up, one falls behind. No, against all instincts, one must apply thrust away from the direction of the target, drop down into a lower, faster orbit, and then transfer back up into the original orbit at precisely the right point in the catch-up trajectory."
"Highlight (Yellow)","Location 974","","A gentleman of 32 who could calculate an eclipse, survey an estate, tie an artery, plan an edifice, try a cause, break a horse, dance a minuet and play the violin. —James Parton, Life of Jefferson"
"Highlight (Yellow)","Location 985","","These planes were used to maintain our “proficiency”—that elusive quantity and quality which says that one is at home in the air (at least in a familiar airplane), that one is not going to be airsick, or become distracted by a strange new environment, or panic when some emergency arises. How real, or valuable, this “proficiency” is I do not know, but I do know that there is a world of difference between flying a simulator and flying a real machine. I think the key to it is that one can only go so far in pretending that life and limb are at stake. In the middle of the fanciest simulation, one can nip out to drink a cup of coffee or answer the telephone, but if a fog bank rolls in off the Gulf of Mexico and causes Ellington to go below landing minimums as you begin your approach, then the adrenalin pumps, the abdominal muscles tighten up, the pulse rate increases, and life or death decisions get made, well or poorly, but they get made. Even in a battered old T-33."
"Highlight (Yellow)","Location 1088","","I felt that the stresses on my family deriving from my weird occupation were sufficient without exposing them to a constant stream of well-meaning but insensitive reporters who would exacerbate the doubts and fears which most certainly were there, as they would be in the minds of any normal, sentient wife and offspring. Even more fundamental than that, I felt that I was paid to do my job to the best of my ability, and I put in long hours toward that end; but when I came home and that front door clicked behind me, that was it. My family life was my business and mine alone, and if I chose to open that door, it was perfectly proper to expect extra compensation for it."
"Highlight (Yellow)","Location 1183","","Mike Collins O.K. if you’re looking for a handball game, but otherwise nothing special. Lazy (in this group of overachievers, at least), frequently ineffectual, detached, waits for happenings instead of causing them. Balances this with generally good judgment and a broader point of view than most."
"Highlight (Yellow)","Location 1221","","Eminent scientists, like Tommy Gold of Cornell, fretted over a possible dust layer on the surface of the moon whose thickness might just exceed the height of the lunar module (LM). Others postulated a charge of static electricity on the LM which would cause whatever dust was there to become attracted, and adhere, to the lander, obscuring the astronauts’ view out of the windows. Lunar soil was thought by some to contain pure metallic elements which, when introduced on dirty boots into the pure oxygen in the LM cabin, would spontaneously burst into flame. Meteorites were known to exist in space, and with no atmosphere to protect it, the moon would clearly be an inviting target for them. Who knew how many there might be, or at what rate they might be impacting its surface? One has only to look at the moon’s craters with naked eye to realize meteorites were not just a theoretical menace, but how real a threat to man they would be no one knew. At least the moon was well past the earth’s Van Allen belts, which promised a healthy dose of radiation to those who passed and a lethal dose to those who stayed. Or how about a solar flare, that sporadic belch of energy spewing unpredictably from the sun?"
"Highlight (Yellow)","Location 1230","","more worrisome were some of the unknowns involving transporting men and machines across a quarter of a million miles of hostile vacuum. The round trip would take about eight days, which, of course, meant that problems must not demand solutions in less than half that time."
"Highlight (Yellow)","Location 1251","","In regard to Gemini, for example, they had a theory that if an astronaut spent a couple of days in space and then was subjected to the sudden stress of re-entry into the earth’s atmosphere, his autonomic nervous system would forget to perform all its vital functions, and among other snafus, it would allow blood to pool in his lower extremities and cause him to pass out because of insufficient blood to the brain. Even worse, once passed out, the astronauts would remain strapped in their seats, with heads up and feet down, so that the blood would never return to their upper body and they would die! Living and working with these people was like having an aunt who lives in a haunted house, or a close friend who sincerely believes in astrology and can’t stop talking about it, especially delighting in reading you your horoscope on bad days. None of it is to be believed, but it’s pretty goddamned difficult to ignore."
"Highlight (Yellow)","Location 1259","","The next big chance was the Skylab program, but everyone made it up there for nearly three months, so how about an eighteen-month round trip to Mars? Dr. Charles Berry, the biggest blabbermouth in the space program, has already said that an all-male crew might become too testy for this task, so the medical community is again abuzz with speculation over the psychological, if not the physical, barriers to space flight. The truth of the matter is that the space program would be precisely where it is today had medical participation in it been zero, or perhaps it would be even a little bit ahead, because we could have done without all the impedimenta and medical claptrap, such as blood-pressure cuffs, exercise ergometers, and urine-output measuring devices. All they did was add weight, and complexity, and rob time and energy from tasks of greater value."
"Highlight (Yellow)","Location 1268","","What would the temperature be inside the spacecraft during the constant sunlight on the way to the moon? With the sunny side baking and the shady side freezing, what equilibrium conditions would there be inside, where the softies lived? The electronics might endure variations of a couple of hundred degrees, but the human body demands ridiculously narrow limits of temperature and pressure."
"Highlight (Yellow)","Location 1273","","And how about the guidance system on board the spacecraft? Could it really find its way to that magic spot in the sky where the moon would be three days after launch, and then navigate back to earth again? The allowable limits were spectacularly small. On the return trip, the atmospheric “re-entry corridor,” or zone of survivability, or whatever you wanted to call it, was only forty miles thick, and hitting a forty-mile target from 230,000 miles is like trying to split a human hair with a razor blade thrown from a distance of twenty feet."
