"Your Kindle Notes For:",,,
"THE BOYS IN THE BOAT: NINE AMERICANS AND THEIR EPIC QUEST FOR GOLD AT THE 1936 BERLIN OLYMPICS",,,
"by Daniel James Brown",,,
"Free Kindle instant preview:",,,
"http://amzn.to/2cDgyup",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 49","","One error in particular required no scolding. They soon learned that if the blades of their oars entered the water too deeply, at the wrong angle, or out of time with the others, or if they remained in the water a fraction of a second too long at the end of a stroke, they were apt to “catch a crab”: the oar would suddenly and irretrievably become stuck in the water, immobilized as surely as if some sort of gargantuan crustacean had reached up from the depths and seized the blade, holding it fast. Old Nero would keep going but the oar would not. The boy holding the oar would either be smacked hard in the chest and knocked out of his seat or, if he held on to the oar too long, be catapulted unceremoniously into the water."
"Highlight (Yellow)","Page 59","","His father had always taught him that there was a solution to every problem. But he had always stressed that sometimes the solution wasn’t where people would ordinarily expect it to be, that you might have to look in unexpected places and think in new and creative ways to find the answers you were looking for. He remembered the mushrooms on the rotten logs in Boulder City. He could survive on his own, he figured, if he just kept his wits about him, if he kept his eyes open for opportunities, and if he didn’t allow his life to be dictated by other people’s notions of what he should do."
"Highlight (Yellow)","Page 62","","Charlie had been gassed in the Great War, his vocal cords all but destroyed. At best he could manage croaks and whispers. As they worked together, Joe marveled at how Charlie could command the ponderous draft horses to do his bidding with a barely audible “gee” or “haw” or, as often as not, simply a whistle and nod of his head. Charlie would give a signal, and in unison Fritz and Dick would squat down on their haunches while he chained them up. He’d give another signal, and the two would rise and pull as if they were one horse, their movements crisply synchronized. And they pulled with all their hearts. When horses pulled like that, Charlie told Joe, they could pull far more than twice what each could pull alone. They’d pull, he said, till the log moved, the harness broke, or their hearts gave out."
"Highlight (Yellow)","Page 68","","had an uncanny knack for finding four-leaf clovers, and he loved to present them to her as small tokens of his affection. How he found them so easily mystified her, but he always told her that it wasn’t a matter of luck at all, that it was just a matter of keeping your eyes open. “The only time you don’t find a four-leaf clover,” he liked to say, “is when you stop looking for one.” She loved that. It summed up in a few words what she most loved about him."
"Highlight (Yellow)","Page 78","","Even now that they had stopped rowing, their breathing was synchronized, and for a brief, fragile moment it seemed to Joe as if all of them were part of a single thing, something alive with breath and spirit of its own."
"Highlight (Yellow)","Page 79","","Then the coxswain called out, “Ready all!” Joe turned and faced the rear of the boat, slid his seat forward, sank the white blade of his oar into the oil-black water, tensed his muscles, and waited for the command that would propel him forward into the glimmering darkness."
"Highlight (Yellow)","Page 80","","Joyce’s mother pulled out a clipping from the local newspaper and showed him the headline: “Joe Rantz Makes First Crew.” He was, she told him, becoming quite the talk of the town."
"Highlight (Yellow)","Page 89","","The movements of each rower are so intimately intertwined, so precisely synchronized with the movements of all the others, that any one rower’s mistake or subpar performance can throw off the tempo of the stroke, the balance of the boat, and ultimately the success of the whole crew."
"Highlight (Yellow)","Page 89","","“M-I-B, M-I-B, M-I-B!” over and over to the rhythm of their stroke. The initialism stood for “mind in boat.”"
"Highlight (Yellow)","Page 90","","Because the rest of the boat necessarily goes where the bow goes, any deflection or irregularity in the stroke of the oarsman in the bow seat has the greatest potential to disrupt the course, speed, and stability of the boat. So while the bow oarsman must be strong, like all the others, it’s most important that he or she be technically proficient: capable of pulling a perfect oar, stroke after stroke, without fail."
"Highlight (Yellow)","Page 90","","The four, five, and six seats are often called “the engine room” of the crew, and the rowers who occupy these seats are typically the biggest and strongest in the boat. While technique is still important in those seats, the speed of the boat ultimately depends on the raw power of these rowers and how efficiently they transmit it through their oars and into the water."
"Highlight (Orange)","Page 90","","The rower in the number seven seat is something of a hybrid. He or she must be nearly as strong as the rowers in the engine room but must also be particularly alert, constantly aware of and in tune with what is happening in the rest of the boat. He or she must precisely match both the timing and the degree of power set by the rower in the"
"Highlight (Yellow)","Page 90","","number eight seat, the “stroke oar,” and must transmit that information efficiently back into the boat’s engine room. The stroke sits directly in front of and face-to-face with the coxswain, who faces the bow and steers the shell. Theoretically the stroke oar always rows at the rate and with the degree of power called for by the coxswain, but in the end it is the stroke who ultimately controls these things. Everyone else in the boat rows at the rate and power at which the stroke rows."
"Highlight (Yellow)","Page 94","","They looked, they walked, and they talked as if they had spent most of their lives out of doors. Despite the hard times and their pinched circumstances, they smiled easily and openly. They extended calloused hands eagerly to strangers. They looked you in the eye, not as a challenge, but as an invitation. They joshed you at the drop of a hat. They looked at impediments and saw opportunities. All that, Bolles knew, added up to a lot of potential in a crew, particularly if that crew got a chance to row in the East."
"Highlight (Yellow)","Page 106","","watching the varsity race drove the lesson home for Joe. To defeat an adversary who was your equal, maybe even your superior, it wasn’t necessarily enough just to give your all from start to finish. You had to master your opponent mentally. When the critical moment in a close race was upon you, you had to know something he did not—that down in your core you still had something in reserve, something you had not yet shown, something that once revealed would make him doubt himself, make him falter just when it counted the most. Like so much in life, crew was partly about confidence, partly about knowing your own heart."
"Highlight (Yellow)","Page 111","","Then, spurred on by the New York Central Railroad, Cornell, Columbia, and Pennsylvania agreed to form the Intercollegiate Rowing Association and meet annually on a straight four-mile stretch of the Hudson River at Poughkeepsie, where amateur and professional oarsmen had been racing since the 1860s. Almost immediately following that first meeting—won by Cornell on June 21, 1895—other schools began to be invited to Poughkeepsie, and the regatta came to be seen as the most prestigious crew race in the country, eclipsing even the annual Harvard-Yale boat race and coming to represent the equivalent of a national championship."
"Highlight (Yellow)","Page 117","","They had rowed with so much composure, so “serenely” as the Times put it, so completely within themselves, that at the finish, rather than slumping in their seats and gasping for breath as oarsmen generally do at the end of a race, they had been sitting bolt upright, looking calmly around. Looking"
"Highlight (Yellow)","Page 120","","But the heat and the drought were in some ways the least of it. On May 9 a colossal dust storm had swung out of eastern Montana, rolled across the Dakotas and Minnesota, dumped 12 million tons of dirt on Chicago, and then moved on to tower over Boston and New York. As they had in November 1933, people stood in Central Park and looked skyward, aghast at the blackened sky. Somewhere in the neighborhood of 350 million tons of American topsoil had become airborne in that single storm. The New York Times proclaimed it “the greatest dust storm in United States history.” But in fact the greater storms, and the greater suffering, were still months ahead."
"Highlight (Yellow)","Page 123","","Perhaps they lay in something more fundamental—the simple notion of everyone pitching in and pulling together."
"Highlight (Yellow)","Page 127","","built—something about the deliberate application of strength, the careful coordination of mind and muscle, the sudden unfolding of mystery and beauty."
"Highlight (Yellow)","Page 134","","she could not understand how Thula could have been so cold to a motherless child, nor how Joe’s father could have been so impassive in the face of it all. She could not understand, either, why Joe seemed to show so little anger about it all, why he continued to try to ingratiate himself with the two of them, as if none of it had ever happened."
"Highlight (Yellow)","Page 134","","didn’t have any choice. There were just too many mouths to feed.” Joyce pondered that for a moment, then said, “I just don’t understand why you don’t get angry.” Joe continued to stare ahead through the windshield. “It takes energy to get angry. It eats you up inside. I can’t waste my energy like that and expect to get ahead. When they left, it took everything I had in me just to survive. Now I have to stay focused. I’ve just gotta take care of it myself.”"
"Highlight (Yellow)","Page 134","","Joe retreated into the life of the shell house. The boys still might razz him about his low taste in clothes and music, and he really was only comfortable around Roger and Shorty, but at least he felt he had purpose at the shell house. The rituals of rowing, the specialized language of the sport, the details of technique that he was struggling to master, the wisdom of the coaches, even their litany of rules and the various taboos they proscribed—all seemed to Joe to give the world of the shell house a measure of stability and order that for a long time now the outside world had seemed to him to lack. The brutal afternoon workouts left him exhausted and sore but feeling cleansed, as if someone had scrubbed out his soul with a stiff wire brush."
"Highlight (Yellow)","Page 135","","He liked the way the light poured in through the windows of the enormous sliding doors, the stacks of burnished shells on their racks,"
"Highlight (Yellow)","Page 139","","The result was that the boat as a whole was under subtle but continual tension caused by the unreleased compression in the skin, something like a drawn bow waiting to be released. This gave it a kind of liveliness, a tendency to spring forward on the catch of the oars in a way that no other design or material could duplicate. To Pocock, this unflagging resilience—this readiness to bounce back, to keep coming, to persist in the face of resistance—was the magic in cedar, the unseen force that imparted life to the shell."
"Highlight (Yellow)","Page 142","","The film that would eventually emerge from her labors, Triumph of the Will (Triumph des Willens), would come to define the iconography of Nazi Germany. To this day it stands as a monument to the ability of propaganda to foster absolute power and to justify unfettered hatred. And Riefenstahl would be celebrated for it for the rest of her life."
"Highlight (Yellow)","Page 161","","There is a thing that sometimes happens in rowing that is hard to achieve and hard to define. Many crews, even winning crews, never really find it. Others find it but can’t sustain it. It’s called “swing.” It only happens when all eight oarsmen are rowing in such perfect unison that no single action by any one is out of synch with those of all the others. It’s not just that the oars enter and leave the water at precisely the same instant. Sixteen arms must begin to pull, sixteen knees must begin to fold and unfold, eight bodies must begin to slide forward and backward, eight backs must bend and straighten all at once. Each minute action—each subtle turning of wrists—must be mirrored exactly by each oarsman, from one end of the boat to the other. Only then will the boat continue to run, unchecked, fluidly and gracefully between pulls of the oars. Only then will it feel as if the boat is a part of each of them, moving as if on its own. Only then does pain entirely give way to exultation. Rowing then becomes a kind of perfect language. Poetry, that’s what a good swing feels like. A good swing does not necessarily make crews go faster, except to the extent that if no one’s actions check the run of the boat, rowers get more bang for their buck on each stroke. Mainly what it does is allow them to conserve power, to row at a lower stroke rate and still move through the water as efficiently as possible, and often more rapidly than another crew rowing less efficiently at a higher rate. It allows them to possess a reserve of energy for a gut-wrenching, muscle-screaming sprint at the end of a race. It is insanely difficult to keep a good swing as you raise your rate."
"Highlight (Yellow)","Page 174","","Those boys in their boats were—length by length and victory by victory—suddenly beginning to put Seattle on the map, and they were likely to do more of it in the near future. Everyone in town believed that now, and it pulled them together and made them feel better about themselves in a deeply troubled time."
