"Your Kindle Notes For:",,,
"SEVENEVES: A NOVEL",,,
"by Neal Stephenson",,,
"Free Kindle instant preview:",,,
"https://a.co/gmtwkPs",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Location 1695","","Sublimation was essentially the same thing as evaporation, skipping the liquid phase; it just meant a process by which a solid, exposed to vacuum, gradually turned into vapor and disappeared. Ice tended to do this pretty quickly unless it was kept extremely cold. “So Izzy is going to lose water,” Dinah said, “which is a scarce and valuable resource.”"
"Highlight (Yellow)","Location 1768","","Jamming more people and systems into the central body of the space station would just require more solar panels, more batteries, more radiators, and more plumbing and wiring to connect them all."
"Highlight (Yellow)","Location 1769","","the human factors: how to supply people with food, water, and clean breathable air, and how to recycle carbon dioxide and sewage."
"Highlight (Yellow)","Location 1772","","arklet, as the component ships were being called, would be small enough that it could be heaved into orbit on the top of a single heavy-lift rocket. It would draw power from a small, simple nuclear reactor fueled by isotopes so radioactive that they would throw off heat, and thereby generate electricity, for a few decades."
"Highlight (Yellow)","Location 1835","","air inside the innermost bag would get fouled with carbon dioxide as the occupant breathed, but this could be handled as it usually was on spaceships and submarines, by passing the air over a chemical such as lithium hydroxide that would absorb the CO2. As long as a bit of oxygen was bled in to replace what was being used, the occupant would be fine."
"Highlight (Yellow)","Location 1882","","together in two weeks from existing technology."
"Highlight (Yellow)","Location 1906","","The normal up/down cycle of launch and reentry had, of course, been suspended. Things were supposed to go up, but not come down."
"Highlight (Yellow)","Location 2051","","It had all become Kremlinology. Back in the heyday of the Soviet Union, the only way for Westerners to guess what was going on there was to look at the lineup of dignitaries on Lenin’s Tomb in the May Day parade, and riddle it out from the seating chart and who shook hands with whom. Now Dinah was doing the same thing with these three faces"
"Highlight (Yellow)","Location 2554","","Sambo, a Soviet combat martial art with many similarities to jujitsu."
"Highlight (Yellow)","Location 2573","","“The closest analogy in the law for what I am here is the captain of a ship,” Ivy said. “Do you know the etiquette, Sean, for coming aboard a ship?” Sean calculated. “Commander Xiao,” he said, “I humbly and respectfully request permission to come aboard your ship.” “Permission granted,” she said. “And welcome aboard.”"
"Highlight (Yellow)","Location 2594","","She hadn’t been following the stock market since the Crater Lake announcement, but she’d heard that it had not so much crashed as basically ceased to exist. The whole concept of owning stock didn’t really mean much anymore, at least if you thought of it as a store of value."
"Highlight (Yellow)","Location 2635","","The seven billion people angle. Seven billion who need to be kept happy, and docile, until the end. How do you do that? What’s the best way to calm down a scared kid, get them to go back to sleep? Tell them a story. Some shit about Jesus or whatever.”"
"Highlight (Yellow)","Location 2681","","An acquaintance of his who had made a lot of money in hedge funds had dropped twenty-five million dollars on a twelve-day trip to the International Space Station aboard a Soyuz capsule."
"Highlight (Yellow)","Location 2690","","A week before the scheduled launch, he had flown to Baikonur, bringing his wife and kids with him, video crew in tow. They had watched in a certain amount of amazement as the launch vehicle, a fantailed Soyuz-FG, had been towed horizontally across the steppe on a special train, complete with smoke-belching locomotive, to the launch pad. And this really was little more than a pad, a concrete slab on the almost lunar surface of the Kazakh steppe with a few pieces of apparatus around it to hoist the rocket up off the train and pump fluids into it. The contrast with the NASA way of doing things was stark to the point of being somewhat hilarious."
"Highlight (Yellow)","Location 2721","","In a certain way it made no sense anymore to speak of anyone as being a student at a particular stage in a degree program. And yet people went on thinking this way,"
"Highlight (Yellow)","Location 2722","","someone who has just been diagnosed with a terminal illness will go on getting up and going to work every morning, not so much out of habit as because the knowledge of impending doom makes them wish to assert an identity."
"Highlight (Yellow)","Location 2724","","He was tempted to park the SUV illegally, since, according to his calculations, the authorities were not likely to catch up with him and demand payment of the parking ticket before the end of the world, but it seemed that most of the people of Seattle were still obeying the rules and so he did likewise."
"Highlight (Yellow)","Location 2730","","This morning, other than getting up from his La-Z-Boy to give his dad a hug and tell him “I love you,” he didn’t have much more to say. Every parent of a teenager gets used to it: the moment in a child’s life when he or she decides that certain facts are just too much trouble to explain to Mom or Dad. The parents can’t, and needn’t, know every last little thing. They just have to accept this, be content with what they can glean on their own, and move on. Henry, of course, had passed through that veil some years ago. Doob had swallowed his pride and accepted it as every parent must."
"Highlight (Yellow)","Location 2748","","a direct hit and become part of a huge glass-lined crater."
"Highlight (Yellow)","Location 2748","","The truck didn’t stop soon enough and wrecked a wooden banister beside the front steps. Everyone laughed. The laughter had a curious tone, a mixture of childish delight with something darker, expectant of much worse to come. These kids were really adapting better than he was."
"Highlight (Yellow)","Location 2756","","Eventually someone went and got another box truck. Apparently the rental agency was letting them take them for free. Some day laborers wandered down the street from a home improvement center and helped pack. The home improvement market had gone bust."
"Highlight (Yellow)","Location 2765","","Henry was a sweet kid and Doob knew that when he woke up he would apologize. But Henry wasn’t a parent, and he didn’t understand that when you were, almost nothing was more satisfying than seeing your kid sleep."
"Highlight (Yellow)","Location 2836","","Not the meteorite itself, but ejecta: shrapnel hurled out from the impact site."
"Highlight (Yellow)","Location 2867","","“We talk about sending stuff to orbit as if orbit is a place, like Philadelphia, but it’s actually a lot of places, a lot of different ways to be in space. Any two objects in the universe can theoretically be in orbit around each other. “Most of the orbits that matter to us involve something tiny orbiting around something huge, like a satellite around the Earth, or the Earth around the sun. So, a quick way to label and classify orbits is according to ‘What is the huge thing in the middle?’ “If the huge thing in the middle is the Earth, we call it a geocentric orbit. If it’s the sun, it’s a heliocentric orbit. And so on. Since the moon broke up, we’ve mostly focused on geocentric orbits. The moon, back when it existed, used to be in such an orbit; it revolved around the Earth. Most of its pieces still remain in geocentric orbits. A small number of those just happen to intersect the Earth’s atmosphere. When that happens, we get a meteorite. “So much for Orbits 101."
"Highlight (Yellow)","Location 2876","","But keep in mind there can be different levels. So, the old Earth-moon system was, as a whole, revolving around the sun in a heliocentric orbit. And if you zoom way out and look at the entire Milky Way galaxy, you can see that our whole solar system is very slowly revolving around the black hole at its center, in a galactocentric orbit.”"
"Highlight (Yellow)","Location 2910","","Our Heritage phrasing, a suddenly popular buzzword and hashtag meaning “whatever gets accomplished in the distant future by the descendants of the people who make it onto the Cloud Ark,” or, to put it bluntly, “the only reason to go on living for the next twenty-two months.”"
"Highlight (Yellow)","Location 2955","","Izzy’s orbit is angled with respect to the equator. It has to be that way so Baikonur can launch to it—Baikonur is as far north as Seattle. But when you are doing interplanetary stuff, which is what Sean has in mind—basically, whenever you want to get out of low Earth orbit—you want to be in an orbit that’s closer to the equator. Because that’s pretty much where the rest of the solar system is—including the big chunk of ice that Sean wants to grab and bring back here.”"
"Highlight (Yellow)","Location 2982","","“These are more like abstract mathematical points,” Dinah said. “They’re called the Lagrange points, or the libration points, and there’s five of them around every two-body system. Always in the same basic geometry. Two of them, L4 and L5, are way off to the sides. I’m not going to try to show you those"
"Highlight (Yellow)","Location 2989","","Finally, she put a pill in between the “sun” and the “Earth” but much closer to the latter. “And this is—” “L1, by process of elimination,”"
"Highlight (Yellow)","Location 3003","","L1 is four times farther away than the moon.” “Or what used to be the moon,” Luisa said under her breath. “Yeah, which means that in a few days Sean and his crew are going to be farther away from Earth than any humans who have ever lived."
"Highlight (Yellow)","Location 3030","","On Day 73, when Ivy had opened another meeting in the Banana with the words “ten percent,”"
"Highlight (Yellow)","Location 3033","","The population had certainly gone into the triple digits at least a week before."
"Highlight (Yellow)","Location 3079","","when Sean and Larz had departed in the Drop Top on A+0.82. The plane-change maneuver took them to a rendezvous above the equator with Ymir. After more rendezvous operations extending over a week, and incorporating yet more payloads launched from Cape Canaveral as well as from private spaceports in New Mexico and West Texas, Ymir made a long burn of her main engine that placed her into a transfer orbit bound for L1. A few days after that, she beat the Apollo record for distance traveled from Earth."
"Highlight (Yellow)","Location 3151","","calculations at other universities around the world, were that the White Sky would happen on or about A+1.354, or one year and 354 days after the breakup of the moon; they were one-fifth of the way there)."
"Highlight (Yellow)","Location 3163","","The only way to get one’s bearings, looking at a rendering of the complex, was by picking out the rugged and asymmetrical shape of Amalthea at one end and the two tori at the other. Those were “forward” and “aft,” respectively, and the axis between them was the basis for the traditional nautical directions of “port” and “starboard” as well as “zenith” and “nadir,” which were space lingo for basically “up away from Earth” and “down toward Earth.”"
"Highlight (Yellow)","Location 3171","","Felt-tip markers, always a scarce resource even on Earth, became objects of great value as people used them to mark directions on the walls of hamster tubes and habitat modules."
"Highlight (Yellow)","Location 3233","","Izzy had been like a kite: all surface area, no mass. In technical terms, it had had a low ballistic coefficient: a way of saying that it was strongly affected by what little atmosphere there was. Once Amalthea had been attached, it was like a kite with a big rock strapped to it. It had a high ballistic coefficient. The rock’s momentum bulled through the evanescent atmosphere and led to much slower orbital decay. But by the same token, when it came time to reboost Izzy’s orbit, a longer burn and a larger amount of propellant were needed in order to accelerate all of that iron and nickel."
"Highlight (Yellow)","Location 3250","","the heat rejection complex waxed enormous and ended up growing generally aftward, like an empennage—the feathers on the butt of an arrow."
"Highlight (Yellow)","Location 3259","","The radiators were, in essence, a gigantic exploit in zero-gravity plumbing. The excess heat had to be collected from where it was produced (mostly, the inhabited and pressurized parts of Izzy) and transported to where it could be gotten rid of (the “empennage” growing to aft). The only plausible way of doing this was by using a fluid, pumping it around a loop, heating it up at one end and cooling it off at the other."
"Highlight (Yellow)","Location 3298","","Connecting segments of beam into more complex structures, such as trusses and scaffolding, was a little more difficult. Welding in space, while possible, was complicated, and there wasn’t enough equipment. Instead they ended up using Tinkertoy-like connectors, again mass-produced by the Chinese, into which the ends of the triangular beams could be inserted, then tightened down using screws. At first many of these were shipped up in bulk from the ground, but on A+0.247 they took delivery of a 3-D printer that had been optimized to make more of them, with options for modifying the angle at which the beams would be inserted. This gave them the ability to design and build trusses on the fly, which was not possible with the mass-produced connectors."
"Highlight (Yellow)","Location 3303","","And as a last resort, Fyodor had an electron-beam welding machine that would work in zero gravity and a vacuum, undoubtedly the most expensive welder ever made, a marvel of Russian ingenuity, and he had trained Vyacheslav to use it. Vyacheslav then trained Tekla and two of the other spacewalkers, who set up a job queue and took turns drifting around Izzy’s increasingly complex structure tacking down a weld here and a weld there."
"Highlight (Yellow)","Location 3354","","You have multiple core competencies with surprisingly minimal Venn."
"Highlight (Yellow)","Location 3367","","there were two questions in his head at the same time: whether he would lie, and whether he could lie. As to the first question, was it okay for him to lie if it would make billions of people go to their deaths a little happier?"
"Highlight (Yellow)","Location 3373","","One of the ice cubes in Doob’s glass let out a little pop as it underwent thermal fracturing."
"Highlight (Yellow)","Location 3382","","water was always a good thing to have in space: you could drink it, grow crops with it, use it for radiation shielding, split it into hydrogen and oxygen for rocket fuel, or pipe it through hoses to radiate excess heat into space. All of which was quite true, but sort of begged the question. It was so blindingly obvious that NASA must have thought of it already. What additional demand for water was Sean Probst seeing that NASA had failed to notice, or turned a blind eye to? Later Doob had figured it out based on background conversations with people at Arjuna and scuttlebutt reaching him through friends working on the planning of the Cloud Ark. It was all about propellant. The Cloud Ark would have to burn a lot of it."
"Highlight (Yellow)","Location 3433","","They could drive down to Fairbanks any time they feel like it, and from there go anywhere in the world. Check out the pyramids. See the Mona Lisa. Visit old friends and family. Instead they’re up in the most godforsaken place I’ve ever seen, doing what?” “Prepping?” Ivy said. “That’s the only thing I can think,” Dinah said. “Prepping for a five- to ten-thousand-year stay.” “They’re not the only ones,” Ivy said."
"Highlight (Yellow)","Location 3439","","“Mixed in with the stuff you’d expect from a fiancé—which is none of your business—he asks me questions about things like the comparative merits of lithium versus sodium hydroxide scrubbers. He requests copies of Luisa’s PDFs about the sociology of persons confined in small places for long periods.” “He can’t think you’re not going to notice that.” “Sure. I’m going to read between the lines.” “What do you suppose he’s thinking?” “Well,” Ivy said, “he does have sole authority over a huge submarine designed to ride out global thermonuclear warfare. And when the United States ceases to exist, I guess there’ll be no one above him, chain-of-command-wise. What’s a commander to do?” “But how would it work?” “I think a lot depends,” Ivy said, “on whether the oceans boil dry. If I were him, I’d make for the Marianas Trench and keep my fingers crossed.”"
"Highlight (Yellow)","Location 3450","","“Staying alive in space is going to be a piece of cake, remember?” “Oh yeah, sorry. I forgot . . .” To put on my makeup. “It would present some fascinating challenges,” she corrected herself, switching to her best NASA PR voice. “I think it’s like what we are doing,” Ivy said. “You have to break it down into a lot of little things and solve them one at a time, or you get overwhelmed.” “Is that what we’re doing?” “Yeah.” Ivy rolled her eyes."
"Highlight (Yellow)","Location 3465","","During the first few months after Zero, no one had paid much attention to long-term health issues. Everyone was going to die. Scouts were showing up dead on arrival. It had been all emergency, all the time. But during the months of hamster tube building and structural consolidation, the life scientists had been quietly having their say. This wasn’t the first time Dinah had been nudged in recent weeks about her failure to spend more time in the simulated gravity field of T2. “It’s just hard to go back and forth between gravity and no gravity,” Dinah said. “It makes me barf. And none of my stuff is in T2.”"
"Highlight (Yellow)","Location 3473","","“Whatever you’re doing here,” Ivy continued, “you could do from a cabin in T2, where the gravity would build your bones.”"
"Highlight (Yellow)","Location 3494","","What’s your role on the reality TV show, Ivy?” Ivy stared at her coolly. “I’m the uptight bitch who can’t handle it.” “Oh.” “To American viewers, I’m not fully American. To Chinese viewers, I’m a banana.” “I’m sorry, Ivy.” “That’s the bad news.” “Okay, and what is the good news?” “All the people saying mean things about me on the Internet are gonna be dead in four hundred and thirty-three days,” she said, deadpan. Okay. It was an example of that dark humor thing."
"Highlight (Yellow)","Location 3525","","While he’d been flying back to L.A., a hunk of it the size of an oil tanker had slammed into the Indian Ocean and kicked up a tsunami that had killed forty thousand people on the west coast of India."
"Highlight (Yellow)","Location 3538","","He knew that they would shatter into an uncountable number of fragments and become the White Sky and then the Hard Rain. But what was the final distribution of sizes going to be, how many big ones and how many small? They had some models based on the simplifying assumption that all moon rock was basically the same, but clearly that wasn’t true."
"Highlight (Yellow)","Location 3542","","Peach Pit was much denser than the other bits, suggesting that it consisted mostly of iron as opposed to rock. The moon had had an iron core, but, relative to overall size, this was much smaller than the Earth’s;"
"Highlight (Yellow)","Location 3560","","Survival was the first imperative. Long-term strategy came next."
"Highlight (Yellow)","Location 3562","","The amount of iron in PP1 was for all practical purposes infinite. It would take humans many thousands of years to find uses for that much metal. But it was way up high. Hard to reach. And yet they had to reach it. And it was closer, easier to reach, than the Arjuna asteroids that Sean Probst was so excited about. Feeling an idea take shape in his head, like an iron core congealing deep in a moon, he put it on hold and forced himself to turn his attention to more immediate questions."
"Highlight (Yellow)","Location 3570","","He hadn’t wanted to go, but once he had assented to the idea, he had begun wanting it more than anything, and he now feared that they would take it away from him. And if they sensed that fear, they could use it to control him. Better to overperform, to exceed expectations, to act like it was nothing at all."
"Highlight (Yellow)","Location 3641","","“So if anyone hands you anything, even if you have no idea what on God’s green Earth it might be, look impressed, bow, take it carefully, admire it, and then hand it off to the helper kid.”"
"Highlight (Yellow)","Location 3643","","“People have been deputized to follow you around and help you carry all of the priceless national treasures that are going to be bestowed on you. They’ll look after the stuff and bring it all back here to the chopper so you can keep your hands free for making those little bows and shaking hands with the king or whatever. As soon as we get back to the aircraft carrier, we’ll throw it overboard.”"
"Highlight (Yellow)","Location 3676","","have come to the same conclusion,” Doob said. “A pool of promising candidates is identified and then the choice is made from among them by some process which might be random—just so no one person carries the entire responsibility.” “When you are a king you sometimes have such responsibilities whether you want them or not. In this case, though, I was able to involve some of the lamas. There are precedents for such a selection procedure in the way that certain reincarnate lamas are identified—the"
"Highlight (Yellow)","Location 3686","","“When seven billion die, and only some thousands remain, where do the seven billion souls go?”"
"Highlight (Yellow)","Location 3692","","“We don’t believe in anything as simple as metempsychosis—the movement of an individual soul from one body to another."
"Highlight (Yellow)","Location 3744","","He now understood his job a lot more clearly. Why were the doomed people of Earth not going completely berserk? Oh, there had been some outbreaks of civil disorder, but for the most part people were taking it surprisingly calmly. It was because events like this were happening in every city and province with more than a few hundred thousand people, and they were being stage-managed well enough to convince people that the system was working. When he was a kid he had read the Greek myth of Theseus and the minotaur, which hinged on the premise that the people of Athens had somehow been persuaded to select seven maidens and seven boys by lot, every few years, and send them to Crete to serve as monster chow. This had always struck him as the weakest point of what was otherwise a great yarn. Who would do that? Who would choose their kids by lot and send them to such a fate? The people of Bhutan, that was who. And the people of Seattle and of"
"Highlight (Yellow)","Location 3772","","The first three arklets were launched “naked” and smooth, but the hundreds to follow would come up clothed in translucent fabric jackets, pleated and wrinkled during the passage through the atmosphere, protected beneath fiberglass fairings. Once in space the blanket would be inflated to form a flexible outer hull somewhat larger than the inner one. It was in that inter-hull space where food would be grown, making use of sunlight that would diffuse through the fabric. It was not clear yet whether each arklet could be self-sufficient in terms of food production—probably not—but growing some food was better than growing none. Having some green stuff on board helped reduce the load on the CO2 scrubbers, and having water between humans and space helped stop some incoming radiation."
"Highlight (Yellow)","Location 3935","","“Congratulations, Bolo One,” said the engineer down in Houston. “The first autonomously driven coupling of two spacecraft to create a rotating system for production of Earth-normal simulated gravity.”"
"Highlight (Yellow)","Location 3941","","The sound of the cable reels changed as automatic brakes engaged to slow their unwinding and avoid a damaging jerk at the end. Then there was silence for a few moments, and then another thruster burn—longer, and directed laterally, to speed up the bolo’s rotational velocity. “Holy shit” was the only thing that Dinah could say for the first minute or two. They were experiencing one gee—Earth-normal gravity—for the first time in over a year. Markus, who’d only been in orbit for a few days, sounded great."
"Highlight (Yellow)","Location 3992","","“Look, you know my views on the Singularity. On uploading.” “I did blurb your book on the topic.” “Yes, thank you for that.” Tav was referring to the idea that the human brain could, in principle, be digitized and uploaded into a computer. That this would one day happen on a large scale. That it might actually have happened already—that we might all, in fact, be living in a giant digital simulation. Something occurred to Doob. “Is that why you were grilling the king about his views on reincarnation?” “That’s part of it,”"
"Highlight (Yellow)","Location 3997","","“Look, all I’m saying is that if you’ve gone where I’ve already gone, in terms of thinking about that—” “If you’ve drunk the Singularity Kool-Aid, in other words?” Doob said. “Yeah, Doob, as you know I’ve already done, then you’ve already made a fundamental break with trying to be Nature Boy. I am never going to be Nature Boy. I believe that the human mind is almost infinitely malleable and that people are going to adjust, within days or weeks, to life on the Cloud Ark. We will simply turn into a different civilization altogether from the one we grew up in. Our whole idea of nature will be forgotten. And a thousand years from now, people will go on ‘camping trips’ that will consist of sleeping in arklets, drinking Tang, and peeing into tubes just like their ancestors did.” “To them,” Doob said, “that’ll be a back-to-nature experience.”"
"Highlight (Yellow)","Location 4024","","this had led to a kind of renaissance in pedagogy. Free from the constraints of racking up high test scores or getting into colleges, students could learn for learning’s sake—which was how it ought to be."
