"Your Kindle Notes For:",,,
"DEATH'S END (REMEMBRANCE OF EARTH'S PAST)",,,
"by Cixin Liu, Ken Liu",,,
"Free Kindle instant preview:",,,
"http://a.co/cJV3bqV",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 31","","“Then how did the oceans disappear?” “We’d have to examine the records of the simulation, which would be a lot of work. However, I can give you an educated guess: plants, animals, and bacteria all have had important roles in the present composition of our atmosphere. Without life, the atmosphere would be very different. It’s possible that such an atmosphere would not be able to shield the surface of the Earth against solar winds and ultraviolet rays, and the oceans would evaporate. Soon, greenhouse effects would turn the Earth’s atmosphere into a copy of Venus’s, and then water vapor would be lost to space over time. After several billion years, the Earth would be dry.”"
"Highlight (Yellow)","Page 32","","“Thus, the Earth that we live on now is a home constructed by life for itself. It has nothing to do with God.”"
"Highlight (Yellow)","Page 32","","“If we use a similar mathematical model to simulate the entire universe, and uncheck the option for life at the beginning, what would the resulting universe look like?” Green Glasses thought for a moment. “It would look the same. When I talked about the effects of life on the environment, it was limited to the Earth. But if we’re talking about the universe, life is exceedingly rare, and its impact on the evolution of the universe can be ignored.”"
"Highlight (Yellow)","Page 32","","From her mother’s secret documents, she knew that life was not so rare in the universe. In fact, the universe was downright crowded. How much has the universe been changed by life?"
"Highlight (Yellow)","Page 32","","She tried to stop thinking, to turn her mind into empty darkness, but a new question stubbornly refused to leave her alone: Is Nature really natural?"
"Highlight (Yellow)","Page 33","","Tianming read the newspaper and came to the following conclusion: Compared to the time before he was hospitalized, news about Trisolaris and the Earth-Trisolaris Organization (ETO) no longer dominated everything. There were at least some articles that had nothing to do with the crisis. Humanity’s tendency to focus on the here and now reasserted itself, and concern for events that would not take place for four centuries gave way to thoughts about life in the present. This wasn’t surprising. He tried to remember what was happening four hundred years ago: China was under the Ming Dynasty, and he thought—he wasn’t sure—that Nurhaci had just founded the empire that would end up replacing the Ming, after slaughtering millions. The Dark Ages had just ended in the West; the steam engine wouldn’t make its appearance for another hundred-plus years; and, as for electricity, one would have to wait three hundred years. If anyone at the time had worried about life four hundred years later, they’d be a laughingstock. It was as ridiculous to worry about the future as to lament the past."
"Highlight (Yellow)","Page 36","","The man in the white coat then told Lao Li that a question was going to be displayed on the screen, and the same question would be asked five times. Each time the question was displayed, there would be six buttons underneath, numbered from zero to five. If Lao Li wished to answer in the affirmative, he had to click on the specific numbered button indicated in the on-screen instructions, which would change randomly each time the question was asked. If Lao Li wished to answer in the negative, he just had to press zero, and the procedure would stop immediately. There would be no “Yes” or “No” button. The reason for the complicated procedure, the man explained, was to avoid a situation where the patient simply continued to press the same button over and over without thinking about his answers each time."
"Highlight (Yellow)","Page 36","","Do you wish to terminate your life? For yes, select 3. For no, select 0. Lao Li selected 3. Do you wish to terminate your life? For yes, select 5. For no, select 0. Lao Li selected 5. The process repeated twice more. And then: Do you wish to terminate your life? This is your last prompt. For yes, select 4. For no, select 0. A surge of sorrow made Tianming dizzy, and he almost fainted. Even when his mother died, he didn’t feel such extreme pain and anger. He wanted to scream at Lao Li to select 0, to break the glass window, to suffocate that voice. But Lao Li selected 4. Noiselessly, the injector came to life. Tianming could see the column of yellowish liquid in the glass tube shorten and then disappear. Lao Li never moved. He closed his eyes and went to sleep. The crowd around Tianming dissipated, but he remained where he was, his hand pressed against the glass. He wasn’t looking at the lifeless body lying within. His eyes were open, but he wasn’t looking at all. “There was no pain.” Dr. Zhang’s voice was so low that it sounded like the buzzing of a mosquito. Tianming felt a hand land on his left shoulder. “It’s a combination of a massive dose of barbitone, muscle relaxant, and potassium chloride. The barbitone takes effect first and puts the patient into a deep sleep, the muscle relaxant stops his breathing, and the potassium chloride stops the heart. The whole process takes no more than twenty, thirty seconds.”"
"Highlight (Yellow)","Page 39","","Don’t be too pleased with yourself. She’s nice to everyone. Of course Tianming knew that. But then Wen saw the bottle of mineral water in Tianming’s hand and the conversation shifted. What in the world are you drinking?! The water in the bottle was a green color, and bits of grass and leaves floated in it. I crumpled some weeds and added them to the water. It’s the most organic drink. He was in a good mood and so he was more loquacious than usual. Someday I may start a company to produce this drink. It will surely be popular. It must taste awful. Do you think cigarettes and liquor really taste that good? Even Coca-Cola probably tasted medicinal the first time you tried it. Anything addictive is like that. “Buddy, that conversation changed my life!” Wen said. He opened the cardboard box and took out a can. The outside was deep green, and on it was a picture of a grassland. The trademark was “Green Tempest.”"
"Highlight (Yellow)","Page 41","","A physician can only cure diseases meant to be cured; the Buddha can only save those meant to be saved.”"
"Highlight (Yellow)","Page 43","","“Crisis Infantilism.” It was commonly thought that Infantilism was a response to an unprecedented threat to the entirety of civilization. That might have been true for individuals, but it was too simple an explanation when applied to humanity as a whole. The Trisolar Crisis’s impact on society was far deeper than people had imagined at first. To give some imperfect analogies: In terms of biology, it was equivalent to the moment when the ancestors of mammals climbed from the ocean onto land; in terms of religion, it was akin to when Adam and Eve were banished from Eden; in terms of history and sociology … there are no suitable analogies, even imperfect ones. Compared to the Trisolar Crisis, everything heretofore experienced by human civilization was nothing. The Crisis shook the very foundation of culture, politics, religion, and economics. Although the impact reached the deepest core of civilization, its influence manifested most quickly at the surface. The root cause for Crisis Infantilism may well be found in the interaction between these manifestations and the tremendous inertia of human society’s inherent conservatism. The classic examples of Crisis Infantilism were the Wallfacer Project and the Stars Our Destination Project, both international efforts within the framework of the United Nations—initiatives"
"Highlight (Yellow)","Page 48","","She would have preferred a ceremony to generate as much media coverage as possible, but she refrained out of respect for his wish for privacy. She seemed quite sorry to lose out on a wonderful opportunity to publicize the project. Don’t worry, Tianming thought. No other Chinese will be as dumb as me."
"Highlight (Yellow)","Page 52","","He had been born to an intellectual family, but his parents lacked political savvy and social cunning, and they had not been successful in their lives."
"Highlight (Yellow)","Page 52","","He was only permitted to read classic books and listen to classical music; the friends he tried to make had to be the kind that his parents deemed to be from cultured, refined families. They told Tianming that the people around them were vulgar, their concerns common. In contrast, their own tastes were far superior."
"Highlight (Yellow)","Page 62","","the first words out of Wade’s mouth froze her face and entire body. “Would you sell your mother to a whorehouse?”"
"Highlight (Yellow)","Page 62","","After she told Vadimov what had happened, Vadimov laughed. “That’s just a line that used to be popular in our … trade. I heard it started back during the Second World War. Veterans would use it as a joke on novices. The point is: Our profession is the only one on Earth where lies and betrayal are at the very heart of what we do. We have to be … flexible when it comes to commonly accepted ethical norms. PIA is formed from two groups of people: Some are technical experts like you; others are veterans of the various intelligence agencies in the world. These two groups have different ways of thinking and acting. It’s a good thing that I’m familiar with both and can help you adjust to the other.” “But our enemy is Trisolaris. This is nothing like traditional intelligence.” “Some things are constant.”"
"Highlight (Yellow)","Page 62","","It was just like Vadimov had predicted: These people were far more interested in spying on each other than gathering intelligence on Trisolaris."
"Highlight (Yellow)","Page 63","","“The PIA must launch a spy probe at the Trisolaran Fleet.” The stunned staff members looked at each other."
"Highlight (Yellow)","Page 63","","this is something that they won’t compromise on: The probe must achieve one percent of lightspeed."
"Highlight (Yellow)","Page 64","","Wade shook his head. “With those sophons zipping about at lightspeed, spying on us constantly, and completely blocking all fundamental physics research, it’s no longer certain that we’ll make significant technological progress in the future. If humanity is doomed to crawl at a snail’s pace through space, we’d better get started as soon as possible.”"
"Highlight (Yellow)","Page 64","","“That is precisely why the probe must achieve one percent of lightspeed.” “You’re talking about boosting our current maximum speed a hundredfold! That requires a brand-new form of propulsion."
"Highlight (Yellow)","Page 64","","Wade slammed his fist down on the table. “You forget that we now have resources! Before, spaceflight was merely a luxury, but now it’s an absolute necessity. We can ask for resources that far exceed what was imaginable before. We can throw resources at this problem until the laws of physics bend. Rely on brute force if you have to, but we must accelerate the probe to one percent of lightspeed!”"
"Highlight (Yellow)","Page 69","","twenty-five square kilometers,"
"Note","Page 69","","9.7 sq mi"
"Highlight (Yellow)","Page 71","","As long as the person could be safely and successfully inserted into the fleet, the possibilities were endless. Given that the Trisolarans were transparent in thought and vulnerable to stratagems, Wade’s idea became even more attractive. We need to send a representative of humanity into the heart of the enemy."
"Highlight (Yellow)","Page 72","","Hibernation: Man Walks for the First Time Through Time"
"Highlight (Yellow)","Page 72","","A new technology can transform society, but when the technology is in its infancy, very few people can see its full potential. For example, when the computer was first invented, it was merely a tool for increasing efficiency, and some thought five computers would be enough for the entire world. Artificial hibernation was the same. Before it was a reality, people just thought it would provide an opportunity for patients with terminal illnesses to seek a cure in the future. If they thought further, it would appear to be useful for interstellar voyages. But as soon as it became real, if one examined it through the lens of sociology, one could see that it would completely change the face of human civilization. All this was based on a single idea: Tomorrow will be better."
"Highlight (Yellow)","Page 72","","after the Industrial Revolution, progress became a constant feature of society, and humanity’s faith in the future grew stronger."
"Highlight (Yellow)","Page 74","","The entire system—hibernation tank, life-support system, cooling equipment—weighed about three metric tons. As Cheng Xin discussed possible ways to miniaturize the hibernation setup with the center’s technical staff, she was startled by a realization: If the body’s temperature must be maintained around minus-fifty-degrees Celsius, then in the frigid conditions of outer space, the hibernation chamber needed to be heated, not cooled. In the long journey through trans-Neptunian space in particular, outside temperature would be close to absolute zero."
"Highlight (Yellow)","Page 75","","“Why do you think your countries sent you here? To collect a paycheck and to give me bad news? I don’t have a solution. Finding a solution is your job!”"
"Highlight (Yellow)","Page 76","","Cheng Xin wasn’t paying much attention to this discussion. Instead, she was focused on one thing: Who would this minus-two-hundred-degree corpsicle that would be shot into deep space be?"
"Highlight (Yellow)","Page 79","","Wade’s figure appeared as a black ghost, his eyes glinting with a cold light. “We’ll send only a brain,” he said."
"Highlight (Yellow)","Page 80","","Both of these weapon systems were attempts to utilize primitive technology in novel ways that demonstrated a power incongruous for their time period. Looking back, the Staircase Program implemented at the beginning of the Crisis Era was a similar advance. Using only the primitive technology available at the time, it managed to boost a small probe to 1 percent of lightspeed. This achievement should have been impossible without technology that would not appear for another one and a half centuries."
"Highlight (Yellow)","Page 81","","The cables were made from a nanomaterial called “Flying Blade.” Only about a tenth of the thickness of a strand of spider silk, the cables were invisible to the naked eye. Eight grams of the material could be stretched into a cable one hundred kilometers long, yet it was strong enough to securely pull the payload capsule during acceleration, and would not break from the massive radiation generated by the nuclear explosions."
"Highlight (Yellow)","Page 82","","He argued that if we assumed the Trisolarans were capable of reviving a body in deep freeze, then it made sense to assume they were also capable of reviving a bare brain in similar condition and conversing with it through an external interface. Surely such a task was trivial for a civilization capable of unfolding a proton into two dimensions and etching circuits over the resulting surface."
"Highlight (Yellow)","Page 87","","Tianming was terrified of space. Like everyone who studied spaceflight for a living, he understood space’s sinister nature better than the general public. Hell was not on Earth, but in heaven. Cheng Xin wanted a part of him, the part that carried his soul, to wander forever in that frigid, endless, lightless abyss."
"Highlight (Yellow)","Page 92","","She had recommended him because she was trying to protect the Earth and its civilization, and his life had almost reached its end—had she not arrived in time, he would be dead. In a way, she had saved him! She had done nothing that she ought to be ashamed of, nothing that should trouble her conscience. But she also understood that this was how someone could sell their mother to a whorehouse."
"Highlight (Yellow)","Page 97","","she recognized the white-haired old man: the world’s foremost brain surgeon, affiliated with Harvard Medical School. He had been the lead surgeon during the operation. “It would be the body that had carried this brain in the first place. Every cell in the brain contains all the genetic information necessary to reconstruct his body. They could clone him and implant the brain, and in this way, he would be whole again.”"
"Highlight (Yellow)","Page 100","","At least the Staircase Program was a half success. For the first time, a man-made object had been accelerated to quasi-relativistic speeds."
"Highlight (Yellow)","Page 105","","Electromagnetic waves are, moreover, the most primitive and least power-efficient method of transmitting information in the universe. Radio waves attenuate and degrade rapidly in the vastness of space, and most electromagnetic signals spilling from the Earth could not be received beyond two light-years. Only something like the transmission by Ye Wenjie, which relied on the power of the sun as an antenna, could be intercepted by listeners among the stars. As humanity’s technology advanced, two far more efficient methods of signaling became available: neutrinos and gravitational waves. The latter was the main method of deterrence that humanity later deployed against Trisolaris. The dark forest theory had a profound impact on human civilization. That child sitting by the ashes of the campfire turned from optimism to isolation and paranoia, a loner in the universe."
"Highlight (Yellow)","Page 107","","The warship stopped accelerating and repeatedly queried Earth for confirmation. No reply ever came, as Earth maintained radio silence. Just as Bronze Age was about to begin accelerating away from home again, the unimaginable happened: A sophon unfolded into low dimensions on the ship, establishing a quantum communication channel with Earth. Finally, the crew received confirmation of all that had occurred."
"Highlight (Yellow)","Page 108","","But Gravity was an exception. It was a white cylinder, so regular that it seemed unreal, like a basic shape dropped into space by mathematical modeling software, a platonic ideal rather than reality. If the crew of Bronze Age had seen the gravitational wave antennas on the Earth, they would have recognized Gravity as an almost perfect replica of them. Indeed, the entire hull of Gravity was a large gravitational wave antenna. Like its twins on the Earth’s surface, the ship was capable of broadcasting gravitational wave messages toward all corners of the universe at a moment’s notice. These gravitational wave antennas on Earth and in space comprised humanity’s dark forest deterrence system against Trisolaris."
"Highlight (Yellow)","Page 114","","The Germans made a film based on Jones’s experiment, and Jones himself wrote a book about it: The Third Wave. When those of us aboard Bronze Age found out that we were doomed to wander space forever, we formed a totalitarian state as well. Do you know how long it took? Five minutes. That’s right. Five minutes into the all-hands meeting, the fundamental values of this totalitarian society had received the support of the vast majority of the crew. So, let me tell you, when humans are lost in space, it takes only five minutes to reach totalitarianism."
"Highlight (Yellow)","Page 115","","ROVINSKI: Nothing special was done. They were mixed up with the vegetables and meats in the bio-recycling system and then cooked. JUDGE: Who ate this food? ROVINSKI: Everyone. Everyone onboard Bronze Age had to eat in one of the four mess halls, and there was only one source of food. JUDGE: Did they know what they were eating? ROVINSKI: Of course."
"Highlight (Yellow)","Page 116","","I don’t have much to say except a warning. Life reached an evolutionary milestone when it climbed onto land from the ocean, but those first fish that climbed onto land ceased to be fish. Similarly, when humans truly enter space and are freed from the Earth, they cease to be human. So, to all of you I say this: When you think about heading into outer space without looking back, please reconsider. The cost you must pay is far greater than you could imagine. *   *   * In the end, Captain Neil Scott and six other senior officers were convicted of murder and crimes against humanity and sentenced to life imprisonment. Of the remaining 1,768 members of the crew, only 138 were declared innocent. The rest received sentences ranging from twenty to three hundred years."
"Highlight (Yellow)","Page 120","","Now, Cheng Xin was the only one who held legal title to a star. Though humanity still hadn’t begun to reach for any star beyond the Solar System, the rapid pace of technological progress meant that stars within three hundred light-years of the Earth were no longer of mere symbolic value. DX3906, Cheng Xin’s star, turned out to have planets after all. Of the two planets discovered so far, one seemed very similar to Earth based on its mass, orbit, and a spectrum analysis of its atmosphere. As a result, its value rose to stratospheric heights. To everyone’s surprise, they discovered that this star already had an owner. The UN and the Solar System Fleet wanted to reclaim DX3906, but this couldn’t be done legally unless the owner agreed to transfer the title. Thus Cheng Xin was awakened from her slumber after 264 years of hibernation."
"Highlight (Yellow)","Page 121","","A Ph.D. in astronomy named 艾 AA3 had discovered the planets around DX3906. As part of her dissertation, AA had developed a new technique that used one star as a gravitational lens through which to observe another. To Cheng Xin, AA resembled a vivacious bird fluttering around her nonstop."
"Highlight (Yellow)","Page 122","","“There’s almost three centuries separating us. I don’t expect us to understand each other right away.” “Fine.” AA sighed. “But you should reevaluate your conception of duty and conscience. Duty drove you to give up the planets, and conscience made you keep the star, but duty again made you give up the star’s energy output. You’re one of those people from the past, like my dissertation advisor, torn by conflict between two ideals. But, in our age, conscience and duty are not ideals: an excess of either is seen as a mental illness called social-pressure personality disorder."
"Highlight (Yellow)","Page 123","","Cheng Xin asked the question that had been puzzling her for days. “What happened to the men?” In the few days since she had been awakened, she had not seen a single man. “What do you mean? They’re everywhere.” AA pointed at the people around them. “Over there: See the man leaning against the balustrade? And there are three over there. And two walking toward us.” Cheng Xin stared. The individuals AA indicated had smooth, lovely faces; long hair that draped over their shoulders; slender, soft bodies—as if their bones were made of bananas. Their movements were graceful and gentle, and their voices, carried to her by the breeze, were sweet and tender.… Back in her century, these people would have been considered ultra-feminine."
"Highlight (Yellow)","Page 123","","Understanding dawned on her after a moment. The trend had been obvious even earlier. The decade of the 1980s was probably the last time when masculinity, as traditionally defined, was considered an ideal. After that, society and fashion preferred men who displayed traditionally feminine qualities."
"Highlight (Yellow)","Page 124","","The strategic balance between the humans and the Trisolarans as a result of dark forest deterrence had shocked her the most. A thought popped into her mind. A world dedicated to femininity … but what does that mean for deterrence?"
"Highlight (Yellow)","Page 129","","Without a doubt, Luo Ji’s creation of dark forest deterrence against Trisolaris was a great achievement, but the Wallfacer Project that led to it was judged a ridiculous, childish act. Humanity, like a child entering society for the first time, had lashed out at the sinister universe with terror and confusion. Once Luo Ji had transferred control of the deterrence system to the UN and the Solar System Fleet, everyone thought the Wallfacer Project, a legendary bit of history, was over."
"Highlight (Yellow)","Page 129","","a new field of study was born: deterrence game theory."
"Highlight (Yellow)","Page 129","","The main elements of deterrence are these: the deterrer and the deteree (in dark forest deterrence, humanity and Trisolaris); the threat (broadcasting the location of Trisolaris so as to ensure the destruction of both worlds); the controller (the person or organization holding the broadcast switch); and the goal (forcing Trisolaris to abandon its invasion plan and to share technology with humanity)."
"Highlight (Yellow)","Page 130","","people soon discovered a discouraging fact: If the authority to carry out the threat in dark forest deterrence is held by humanity as a whole, then the degree of deterrence is close to zero."
"Highlight (Yellow)","Page 130","","Depending on his mental state at the moment deterrence failed, Luo Ji’s degree of deterrence hovered between 91.9 percent and 98.4 percent. Trisolaris would not gamble with such odds. Of course, such careful analysis wasn’t possible immediately after the creation of dark forest deterrence. But humanity quickly reached this conclusion intuitively, and the UN and the Solar System Fleet handed the authority to activate the deterrence system back to Luo Ji like a hot potato. The entire process from Luo Ji turning over the authority to getting it back took a total of eighteen hours. Yet that would have been long enough for droplets to destroy the ring of nuclear bombs surrounding the Sun and deprive humanity of the ability to broadcast their locations. The Trisolarans’ failure to do so was widely considered their greatest strategic blunder during the war, and humanity, covered in cold sweat, let out a held breath."
"Highlight (Yellow)","Page 132","","Experts believed that although science and technology usually contributed to the elimination of totalitarianism, when crises threatened the existence of civilization, science and technology could also give birth to new totalitarianism."
"Highlight (Yellow)","Page 133","","After the sophons unblocked the progress of human technology and the Trisolarans began transferring their knowledge to humans, human science had advanced by leaps and bounds."
"Highlight (Yellow)","Page 134","","The police told her that the last murder case in the world had occurred twenty-eight years ago, and this city hadn’t had a murder case in almost forty years. The police were out of practice when it came to the prevention and detection of murder, and that was why Wade had almost succeeded."
"Highlight (Yellow)","Page 141","","They had achieved wa kei sei jaku—harmony, respect, purity, and tranquility, the four principles of the Way of Tea."
"Highlight (Yellow)","Page 148","","Once Gravity left the Oort Cloud behind, the ship entered true outer space. From here, the sun appeared as just another star behind the ship. It lost its reality and became like an illusion. In every direction, all one could see was a bottomless abyss, and the only objects whose existence could be ascertained by the senses were the droplets flying in formation with Gravity. The droplets flanked the ship at a distance of about five kilometers, just visible to the naked eye. Those aboard Gravity liked to gaze at the droplets with telescopes as a source of comfort in the endless emptiness."
"Highlight (Yellow)","Page 150","","cosmos"
"Note","Page 150","","The universe"
"Highlight (Yellow)","Page 154","","Based on the condition of the rupture, the micrometeoroid had struck the tube at a relative velocity of thirty thousand meters per second."
"Highlight (Yellow)","Page 159","","Plaza #1 was located at the bow of the cylindrical ship, under a semispherical, transparent dome. Standing there was like standing in space itself. Compared to the holographic projections of the star field on the walls of spherical cabins, this place induced an even stronger sense of the “desubstantiation effect.”"
"Highlight (Yellow)","Page 159","","in deep space, away from the Solar System, the stars were only distant points of light and the galaxy was nothing more than a luminous mist. To the senses and the mind, the world lost its materiality, and empty space dominated. A space voyager’s subconscious image of the world thus became desubstantiated. This mental model was the baseline in astronautic psychology."
"Highlight (Yellow)","Page 166","","At the time of the founding of deterrence, humankind already had a basic grasp of the technology for detecting gravitational waves and neutrinos, but they lacked the ability to modulate and transmit. These were the very first technologies humans demanded from Trisolaris. Compared to quantum communications, these technologies were still primitive, since both gravitational waves and neutrinos were limited by the speed of light, but they were a whole level above electromagnetic waves."
"Highlight (Yellow)","Page 166","","Neutrinos, in particular, interacted with almost nothing else. Theoretically, a modulated beam of neutrinos could transmit information to the other end of the universe, and the accompanying decay and distortion would not affect the decoding of the information. But while neutrinos must be focused in a particular direction, gravitational waves were omnidirectional, thus gravitational waves became the main method of establishing dark forest deterrence."
"Highlight (Yellow)","Page 168","","Everyone understood, however, that burying the transmitters and the control center beneath the Earth’s surface primarily guarded against a threat originating from humankind itself, but was meaningless against an attack by Trisolaris. For droplets constructed from strong-interaction material, tens of kilometers of rock were not much different from mere liquid, barely able to impede their progress."
"Highlight (Yellow)","Page 168","","Trisolarans were no longer creatures of transparent thought. During the past two centuries, they had learned a great deal about strategic thinking—lies, ruses, and tricks. This was perhaps the greatest benefit they gained from studying human culture."
"Highlight (Yellow)","Page 169","","1/10 AU of the Earth, or fifteen million kilometers. Outside this sphere, the droplets were free to roam undetected. At maximum speed, a droplet could cross fifteen million kilometers in ten minutes."
"Note","Page 169","","9,320,521 mi"
"Highlight (Yellow)","Page 170","","It was said that Master Batuo, the founder of Shaolin Monastery, had meditated in front of a wall for ten years until his shadow was carved into the stone. If so, Luo Ji could have inscribed his own shadow into this wall five times."
"Highlight (Yellow)","Page 172","","Throughout this time, Luo Ji had remained silent, not uttering a single word. As a matter of fact, after a person ceased to speak for ten or fifteen years, he lost his powers of speech. He might still be able to understand language, but he would not be able to speak. Luo Ji certainly could no longer speak; everything he had to say, he put into his gaze against the wall. He had turned himself into a deterrence machine,"
"Highlight (Yellow)","Page 177","","light streaked across the sky, crashing into the sea and trailing long tails of fire; these meteor strikes caused tsunamis that propelled gigantic waves to smash onto continents still laced with rivers of lava, raising clouds of vapor generated by fire and water that dimmed the Sun.… In contrast to this hellish but magnificent sight, the turbid water brewed a microscopic tale. Here, organic molecules were born from lightning flashes and cosmic rays, and they collided, fused, broke apart again—a long-lasting game played with building blocks for five hundred million years. Finally, a chain of organic molecules, trembling, split into two strands. The strands attracted other molecules around them until two identical copies of the original were made, and these split apart again and replicated themselves.… In this game of building blocks, the probability of producing such a self-replicating chain of organic molecules was so minuscule that it was as if a tornado had picked up a pile of metallic trash and deposited it as a fully-assembled Mercedes-Benz. But it happened, and so, a breathtaking history of 3.5 billion years had begun."
"Highlight (Yellow)","Page 185","","But the deeper root cause could only be found in the minds of humankind. Never explicitly stated, and perhaps not even consciously understood, a gravitational wave ship was too powerful—so powerful that it terrified its creator. If something—a droplet attack or something else—forced such ships to depart for deep space, and they could never return to the Solar System due to the presence of enemy threats, they would turn into copies of Blue Space and Bronze Age, or something even more horrific. Each gravitational wave ship, with its no-longer-human crew, would also possess the power to broadcast to the universe (though limited by the half-life of the vibrating string), thus controlling the fate of humanity. A frightful instability would be permanently scattered among the stars. At its root, this fear was a fear of dark forest deterrence itself. This was characteristic of ultimate deterrence: The deterrer and the deteree shared the same terror of deterrence itself."
"Highlight (Yellow)","Page 189","","“I’m leaving,” said Sophon. “Please convey to Dr. Luo Ji the deepest respect of all of Trisolaris. He was a powerful deterrer, a great warrior. Oh, and if you get the chance, also give Mr. Thomas Wade our regrets.” Cheng Xin looked up, surprised. “In our personality studies, your degree of deterrence hovered around ten percent, like a worm wriggling on the ground. Luo Ji’s degree of deterrence was always around ninety percent, like a fearsome cobra poised to strike. But Wade—” Sophon gazed at the setting sun behind the smoke, only a sliver of which now was above ground. Terror glinted from her eyes. She shook her head vigorously, as though trying to chase away a mirage in her mind. “He had no curve at all. No matter what the other environmental parameters were, his degree of deterrence stayed at one hundred percent! What a devil! If he had become the Swordholder, none of this would have been possible. This peace would have had to last. We’ve already waited sixty-two years, but we’d have had to keep on waiting, maybe for fifty more years, or even longer. And then Trisolaris would face an Earth equal to us in technology and power. We’d have to compromise.… However, we knew that humanity would choose you.”"
"Highlight (Yellow)","Page 191","","Only one explanation for this curious decision came to mind: It was motivated by a desire not to harm either solar system during the process of entering and dropping out of lightspeed. The safe radius appeared to be two hundred times the distance from the Sun to Neptune. This suggested that the power generated by the drives was two orders of magnitude greater than a star, which seemed unimaginable."
"Highlight (Yellow)","Page 197","","he rarely talked about the crisis at all. All he said was, “Whatever people do, the gods remember.”"
